producer_muni,producer_industry,producer_cell,flow,value
265,s07,r265_s07,Producer imports,84145823.99999999
265,s08,r265_s08,Producer imports,47477731.99999999
265,s09,r265_s09,Producer imports,26870403.999999996
265,s10,r265_s10,Producer imports,99955808.00000004
265,s11,r265_s11,Producer imports,406989824.0
265,s12,r265_s12,Producer imports,1213710592.0
265,s13,r265_s13,Producer imports,500647584.0000004
265,s14,r265_s14,Producer imports,68836800.0
265,s15,r265_s15,Producer imports,1223865728.0000002
265,s16,r265_s16,Producer imports,565906176.0000001
265,s17,r265_s17,Producer imports,129592792.00000004
265,s18,r265_s18,Producer imports,35714352.000000045
265,s19,r265_s19,Producer imports,116456312.0
265,s20,r265_s20,Producer imports,143759072.00000012
265,s21,r265_s21,Producer imports,120398107.87748994
265,s24,r265_s24,Producer imports,482033439.9999992
265,s26,r265_s26,Producer imports,130206696.00000004
265,s27,r265_s27,Producer imports,132292480.00000004
265,s77,r265_s77,Producer imports,213247.4687499994
265,s88,r265_s88,Producer imports,1391970.8750000054
265,s99,r265_s99,Producer imports,1064629.9999999967
265,s01,r265_s01,Producer product taxes paid,21482187.757709425
265,s02,r265_s02,Producer product taxes paid,27393916.570668917
265,s03,r265_s03,Producer product taxes paid,4463553.742261969
265,s04,r265_s04,Producer product taxes paid,77666576.28241083
265,s05,r265_s05,Producer product taxes paid,21761733.062118955
265,s06,r265_s06,Producer product taxes paid,3127709.143067269
265,s07,r265_s07,Producer product taxes paid,5218298.31192272
265,s08,r265_s08,Producer product taxes paid,1860957.930694852
265,s09,r265_s09,Producer product taxes paid,561492.1500854512
265,s10,r265_s10,Producer product taxes paid,10532876.6853819
265,s11,r265_s11,Producer product taxes paid,10966190.671058182
265,s12,r265_s12,Producer product taxes paid,40385481.88749879
265,s13,r265_s13,Producer product taxes paid,32051186.52533705
265,s14,r265_s14,Producer product taxes paid,9521339.331317304
265,s15,r265_s15,Producer product taxes paid,22572918.95945283
265,s16,r265_s16,Producer product taxes paid,23304087.86859684
265,s17,r265_s17,Producer product taxes paid,119039737.34245937
265,s18,r265_s18,Producer product taxes paid,24283778.405929644
265,s19,r265_s19,Producer product taxes paid,12351155.562340133
265,s20,r265_s20,Producer product taxes paid,5429814.181116468
265,s21,r265_s21,Producer product taxes paid,280411.3492898207
265,s24,r265_s24,Producer product taxes paid,326245560.9570056
265,s26,r265_s26,Producer product taxes paid,142282519.17487186
265,s27,r265_s27,Producer product taxes paid,104044147.3935223
265,s77,r265_s77,Producer product taxes paid,6582699.644146088
265,s88,r265_s88,Producer product taxes paid,87982928.69036743
265,s99,r265_s99,Producer product taxes paid,32863883.850055706
265,s01,r265_s01,Producer sales to capital accumulation cell,863615.8815058146
265,s02,r265_s02,Producer sales to capital accumulation cell,52537986.15299252
265,s03,r265_s03,Producer sales to capital accumulation cell,19001527.51084183
265,s04,r265_s04,Producer sales to capital accumulation cell,56123682.15218443
265,s05,r265_s05,Producer sales to capital accumulation cell,122248203.7178392
265,s06,r265_s06,Producer sales to capital accumulation cell,1313852.535629435
265,s07,r265_s07,Producer sales to capital accumulation cell,2111694.4719033022
265,s08,r265_s08,Producer sales to capital accumulation cell,14210713.4708997
265,s09,r265_s09,Producer sales to capital accumulation cell,28669783.592690304
265,s10,r265_s10,Producer sales to capital accumulation cell,3337405.097814692
265,s11,r265_s11,Producer sales to capital accumulation cell,20256249.45176957
265,s12,r265_s12,Producer sales to capital accumulation cell,2588968135.252822
265,s13,r265_s13,Producer sales to capital accumulation cell,814357888.5649364
265,s14,r265_s14,Producer sales to capital accumulation cell,4184948.835394737
265,s15,r265_s15,Producer sales to capital accumulation cell,269027608.2663325
265,s16,r265_s16,Producer sales to capital accumulation cell,274343337.49917424
265,s17,r265_s17,Producer sales to capital accumulation cell,262930516.0218708
265,s18,r265_s18,Producer sales to capital accumulation cell,19188488.74906513
265,s19,r265_s19,Producer sales to capital accumulation cell,2753101.1718819235
265,s20,r265_s20,Producer sales to capital accumulation cell,399677151.8516487
265,s21,r265_s21,Producer sales to capital accumulation cell,136119.96737336484
265,s24,r265_s24,Producer sales to capital accumulation cell,68043085.37392472
265,s26,r265_s26,Producer sales to capital accumulation cell,490984751.53436935
265,s27,r265_s27,Producer sales to capital accumulation cell,26533870.26663399
265,s77,r265_s77,Producer sales to capital accumulation cell,81787.21437457265
265,s88,r265_s88,Producer sales to capital accumulation cell,0.0
265,s99,r265_s99,Producer sales to capital accumulation cell,408319.6522683486
265,s01,r265_s01,Producer sales to government,31917.765625
265,s02,r265_s02,Producer sales to government,194623872.00000003
265,s03,r265_s03,Producer sales to government,7301687.000000001
265,s04,r265_s04,Producer sales to government,474420384.0
265,s05,r265_s05,Producer sales to government,2591224.0
265,s06,r265_s06,Producer sales to government,289266.03124999994
265,s07,r265_s07,Producer sales to government,10640985.999999998
265,s08,r265_s08,Producer sales to government,2602493.0
265,s09,r265_s09,Producer sales to government,5566.56591796875
265,s10,r265_s10,Producer sales to government,0.0
265,s11,r265_s11,Producer sales to government,7261981.000000001
265,s12,r265_s12,Producer sales to government,101792344.0
265,s13,r265_s13,Producer sales to government,98594888.0
265,s14,r265_s14,Producer sales to government,146773264.0
265,s15,r265_s15,Producer sales to government,7855802.500000001
265,s16,r265_s16,Producer sales to government,14449230.0
265,s17,r265_s17,Producer sales to government,15118136.0
265,s18,r265_s18,Producer sales to government,317020800.0
265,s19,r265_s19,Producer sales to government,420354.84375000006
265,s20,r265_s20,Producer sales to government,14658870.0
265,s21,r265_s21,Producer sales to government,250267.953125
265,s24,r265_s24,Producer sales to government,5228079104.0
265,s26,r265_s26,Producer sales to government,2914153472.0
265,s27,r265_s27,Producer sales to government,1586440576.0
265,s77,r265_s77,Producer sales to government,0.0
265,s88,r265_s88,Producer sales to government,0.0
265,s99,r265_s99,Producer sales to government,0.0
269,s01,r269_s01,Producer dividends paid,1449881.90914145
269,s02,r269_s02,Producer dividends paid,0.0
269,s03,r269_s03,Producer dividends paid,4988468.114052831
269,s04,r269_s04,Producer dividends paid,132621.15259998155
269,s05,r269_s05,Producer dividends paid,767573.9483119602
269,s06,r269_s06,Producer dividends paid,0.0
269,s07,r269_s07,Producer dividends paid,0.0
269,s08,r269_s08,Producer dividends paid,0.0
269,s09,r269_s09,Producer dividends paid,0.0
269,s10,r269_s10,Producer dividends paid,1597192.2468849188
269,s11,r269_s11,Producer dividends paid,6864769.48316036
269,s12,r269_s12,Producer dividends paid,8259286.009316112
269,s13,r269_s13,Producer dividends paid,575220.6201545759
269,s14,r269_s14,Producer dividends paid,203888.42634635736
269,s15,r269_s15,Producer dividends paid,3736853.423997357
269,s16,r269_s16,Producer dividends paid,7374328.424496412
269,s17,r269_s17,Producer dividends paid,8554893.203692172
269,s18,r269_s18,Producer dividends paid,0.0
269,s19,r269_s19,Producer dividends paid,73114.96662631923
269,s20,r269_s20,Producer dividends paid,721519.6134012126
269,s21,r269_s21,Producer dividends paid,0.0
269,s24,r269_s24,Producer dividends paid,942815.1334960648
269,s26,r269_s26,Producer dividends paid,807183.1720713315
269,s27,r269_s27,Producer dividends paid,690015.836255973
269,s77,r269_s77,Producer dividends paid,2.1386394976185167e-10
269,s88,r269_s88,Producer dividends paid,0.0
269,s99,r269_s99,Producer dividends paid,0.0
269,s01,r269_s01,Producer exports,6462132.500000001
269,s02,r269_s02,Producer exports,4123986.75
269,s03,r269_s03,Producer exports,15033509.999999998
269,s04,r269_s04,Producer exports,95514704.0
269,s05,r269_s05,Producer exports,816409.2274338012
269,s06,r269_s06,Producer exports,0.0
269,s07,r269_s07,Producer exports,0.0
269,s08,r269_s08,Producer exports,3076377.75
269,s09,r269_s09,Producer exports,3996088.25
269,s10,r269_s10,Producer exports,1705158.125
269,s11,r269_s11,Producer exports,10716720.0
269,s12,r269_s12,Producer exports,212605872.0
269,s13,r269_s13,Producer exports,54619828.0
269,s14,r269_s14,Producer exports,1989020.125
269,s15,r269_s15,Producer exports,147341759.99999997
269,s16,r269_s16,Producer exports,280301024.0
269,s17,r269_s17,Producer exports,5248681.499999999
269,s18,r269_s18,Producer exports,1816100.25
269,s19,r269_s19,Producer exports,11747763.0
269,s20,r269_s20,Producer exports,17861714.000000004
269,s21,r269_s21,Producer exports,0.0
269,s24,r269_s24,Producer exports,2604419.25
269,s26,r269_s26,Producer exports,348514.78125
269,s27,r269_s27,Producer exports,1393211.0
269,s77,r269_s77,Producer exports,0.0
269,s88,r269_s88,Producer exports,0.0
269,s99,r269_s99,Producer exports,0.0
269,s01,r269_s01,Producer imports,13302791.0
269,s02,r269_s02,Producer imports,4838585.500000001
269,s03,r269_s03,Producer imports,112074064.0
269,s04,r269_s04,Producer imports,79810768.00000003
269,s05,r269_s05,Producer imports,5977927.115907574
269,s06,r269_s06,Producer imports,0.0
269,s07,r269_s07,Producer imports,0.0
269,s08,r269_s08,Producer imports,2488266.999999999
269,s09,r269_s09,Producer imports,1941932.5000000005
269,s10,r269_s10,Producer imports,6596995.0
269,s11,r269_s11,Producer imports,16665051.999999996
269,s12,r269_s12,Producer imports,294153536.0
269,s13,r269_s13,Producer imports,25986641.999999985
269,s14,r269_s14,Producer imports,7744903.000000006
269,s15,r269_s15,Producer imports,87133400.00000001
269,s16,r269_s16,Producer imports,101568920.0
269,s17,r269_s17,Producer imports,9808619.0
269,s18,r269_s18,Producer imports,6800801.999999996
269,s19,r269_s19,Producer imports,7883867.5
269,s20,r269_s20,Producer imports,20776592.000000004
269,s21,r269_s21,Producer imports,0.0
269,s24,r269_s24,Producer imports,19188830.000000007
269,s26,r269_s26,Producer imports,8189560.0
269,s27,r269_s27,Producer imports,7706592.999999994
269,s77,r269_s77,Producer imports,67070.17968749977
269,s88,r269_s88,Producer imports,467499.5312499977
269,s99,r269_s99,Producer imports,184508.62500000047
269,s01,r269_s01,Producer product taxes paid,2201291.7062251107
269,s02,r269_s02,Producer product taxes paid,1771994.0922134116
269,s03,r269_s03,Producer product taxes paid,1172072.90776974
269,s04,r269_s04,Producer product taxes paid,18621961.776487608
269,s05,r269_s05,Producer product taxes paid,1838306.0827609813
269,s06,r269_s06,Producer product taxes paid,0.0
269,s07,r269_s07,Producer product taxes paid,0.0
269,s08,r269_s08,Producer product taxes paid,334177.9083249533
269,s09,r269_s09,Producer product taxes paid,38789.82379589929
269,s10,r269_s10,Producer product taxes paid,262620.1296885749
269,s11,r269_s11,Producer product taxes paid,389547.5362724384
269,s12,r269_s12,Producer product taxes paid,9256555.045758002
269,s13,r269_s13,Producer product taxes paid,1417672.2482902913
269,s14,r269_s14,Producer product taxes paid,1520808.79288834
269,s15,r269_s15,Producer product taxes paid,2178115.0653990097
269,s16,r269_s16,Producer product taxes paid,5449087.989779104
269,s17,r269_s17,Producer product taxes paid,12736815.31689845
269,s18,r269_s18,Producer product taxes paid,4369139.496545049
269,s19,r269_s19,Producer product taxes paid,818916.8812591261
269,s20,r269_s20,Producer product taxes paid,784736.7003745005
269,s21,r269_s21,Producer product taxes paid,0.0
269,s24,r269_s24,Producer product taxes paid,19846499.43189388
269,s26,r269_s26,Producer product taxes paid,10931300.758804914
269,s27,r269_s27,Producer product taxes paid,8419356.700967638
269,s77,r269_s77,Producer product taxes paid,2070377.867635804
269,s88,r269_s88,Producer product taxes paid,29549455.09213369
269,s99,r269_s99,Producer product taxes paid,5695565.339832508
269,s01,r269_s01,Producer sales to capital accumulation cell,88495.1974792648
269,s02,r269_s02,Producer sales to capital accumulation cell,1899595.496085754
269,s03,r269_s03,Producer sales to capital accumulation cell,4989561.559229466
269,s04,r269_s04,Producer sales to capital accumulation cell,3930412.280752872
269,s05,r269_s05,Producer sales to capital accumulation cell,5149906.688349795
269,s06,r269_s06,Producer sales to capital accumulation cell,0.0
269,s07,r269_s07,Producer sales to capital accumulation cell,0.0
269,s08,r269_s08,Producer sales to capital accumulation cell,1445373.301193241
269,s09,r269_s09,Producer sales to capital accumulation cell,2084618.4366238816
269,s10,r269_s10,Producer sales to capital accumulation cell,299098.6483168541
269,s11,r269_s11,Producer sales to capital accumulation cell,1512543.647531764
269,s12,r269_s12,Producer sales to capital accumulation cell,602127678.7036349
269,s13,r269_s13,Producer sales to capital accumulation cell,13962107.057134816
269,s14,r269_s14,Producer sales to capital accumulation cell,284542.8894307181
269,s15,r269_s15,Producer sales to capital accumulation cell,27458048.128194217
269,s16,r269_s16,Producer sales to capital accumulation cell,46415031.131233774
269,s17,r269_s17,Producer sales to capital accumulation cell,31905817.587967988
269,s18,r269_s18,Producer sales to capital accumulation cell,2301418.02308624
269,s19,r269_s19,Producer sales to capital accumulation cell,314224.1746355908
269,s20,r269_s20,Producer sales to capital accumulation cell,57762815.23969377
269,s21,r269_s21,Producer sales to capital accumulation cell,0.0
269,s24,r269_s24,Producer sales to capital accumulation cell,751813.0433141032
269,s26,r269_s26,Producer sales to capital accumulation cell,283287.45655490895
269,s27,r269_s27,Producer sales to capital accumulation cell,3230298.101701579
269,s77,r269_s77,Producer sales to capital accumulation cell,25723.555641926327
269,s88,r269_s88,Producer sales to capital accumulation cell,0.0
269,s99,r269_s99,Producer sales to capital accumulation cell,70764.95028586053
269,s01,r269_s01,Producer sales to government,3270.630859375
269,s02,r269_s02,Producer sales to government,14535340.000000002
269,s03,r269_s03,Producer sales to government,1917330.875
269,s04,r269_s04,Producer sales to government,110163272.0
269,s05,r269_s05,Producer sales to government,131451.12499999997
269,s06,r269_s06,Producer sales to government,0.0
269,s07,r269_s07,Producer sales to government,0.0
269,s08,r269_s08,Producer sales to government,0.0
269,s09,r269_s09,Producer sales to government,226.8896942138672
269,s10,r269_s10,Producer sales to government,0.0
269,s11,r269_s11,Producer sales to government,581222.6875000001
269,s12,r269_s12,Producer sales to government,22466610.0
269,s13,r269_s13,Producer sales to government,949876.5
269,s14,r269_s14,Producer sales to government,45400912.0
269,s15,r269_s15,Producer sales to government,252002.8125
269,s16,r269_s16,Producer sales to government,2062327.625
269,s17,r269_s17,Producer sales to government,3825580.0
269,s18,r269_s18,Producer sales to government,61575712.0
269,s19,r269_s19,Producer sales to government,8.748577117919922
269,s20,r269_s20,Producer sales to government,2118554.0
269,s21,r269_s21,Producer sales to government,0.0
269,s24,r269_s24,Producer sales to government,443936192.0
269,s26,r269_s26,Producer sales to government,301528896.00000006
269,s27,r269_s27,Producer sales to government,136409248.0
269,s77,r269_s77,Producer sales to government,0.0
269,s88,r269_s88,Producer sales to government,0.0
269,s99,r269_s99,Producer sales to government,0.0
270,s01,r270_s01,Producer dividends paid,2479232.748313943
270,s02,r270_s02,Producer dividends paid,1548547.7107361238
270,s03,r270_s03,Producer dividends paid,16603480.148972536
270,s04,r270_s04,Producer dividends paid,4956201.760613683
270,s05,r270_s05,Producer dividends paid,3349580.4527051826
270,s06,r270_s06,Producer dividends paid,3768519.900412017
270,s07,r270_s07,Producer dividends paid,0.0
270,s08,r270_s08,Producer dividends paid,38397.33684402002
270,s09,r270_s09,Producer dividends paid,6709.169577068519
270,s10,r270_s10,Producer dividends paid,4494565.7043372905
270,s11,r270_s11,Producer dividends paid,6081557.490546971
270,s12,r270_s12,Producer dividends paid,12600594.7981302
270,s13,r270_s13,Producer dividends paid,0.0
270,s14,r270_s14,Producer dividends paid,0.0
270,s15,r270_s15,Producer dividends paid,21425850.0289978
270,s16,r270_s16,Producer dividends paid,4975664.186104995
270,s17,r270_s17,Producer dividends paid,7593813.841029503
270,s18,r270_s18,Producer dividends paid,360920.6583768493
270,s19,r270_s19,Producer dividends paid,1808375.430685895
270,s20,r270_s20,Producer dividends paid,4926167.814379426
270,s21,r270_s21,Producer dividends paid,0.0
270,s24,r270_s24,Producer dividends paid,0.0
270,s26,r270_s26,Producer dividends paid,1386329.143585944
270,s27,r270_s27,Producer dividends paid,2000034.725237824
270,s77,r270_s77,Producer dividends paid,0.0
270,s88,r270_s88,Producer dividends paid,6.843646403450063e-09
270,s99,r270_s99,Producer dividends paid,0.0
270,s01,r270_s01,Producer exports,41569976.00000001
270,s02,r270_s02,Producer exports,45906608.0
270,s03,r270_s03,Producer exports,69724392.0
270,s04,r270_s04,Producer exports,276730560.0
270,s05,r270_s05,Producer exports,4690182.402170665
270,s06,r270_s06,Producer exports,101700120.0
270,s07,r270_s07,Producer exports,0.0
270,s08,r270_s08,Producer exports,8662976.0
270,s09,r270_s09,Producer exports,15202100.000000002
270,s10,r270_s10,Producer exports,5704607.5
270,s11,r270_s11,Producer exports,125138408.0
270,s12,r270_s12,Producer exports,285980960.0
270,s13,r270_s13,Producer exports,42589971.99999999
270,s14,r270_s14,Producer exports,2671919.0
270,s15,r270_s15,Producer exports,854696959.9999999
270,s16,r270_s16,Producer exports,197255552.0
270,s17,r270_s17,Producer exports,7571357.000000001
270,s18,r270_s18,Producer exports,5310386.0
270,s19,r270_s19,Producer exports,123525392.0
270,s20,r270_s20,Producer exports,105846752.0
270,s21,r270_s21,Producer exports,0.0
270,s24,r270_s24,Producer exports,3851474.000000001
270,s26,r270_s26,Producer exports,1030692.25
270,s27,r270_s27,Producer exports,3735069.000000001
270,s77,r270_s77,Producer exports,0.0
270,s88,r270_s88,Producer exports,0.0
270,s99,r270_s99,Producer exports,0.0
270,s01,r270_s01,Producer imports,25842170.0
270,s02,r270_s02,Producer imports,93726432.0
270,s03,r270_s03,Producer imports,268526688.00000006
270,s04,r270_s04,Producer imports,185027744.00000003
270,s05,r270_s05,Producer imports,17855944.83225042
270,s06,r270_s06,Producer imports,21340705.999999996
270,s07,r270_s07,Producer imports,0.0
270,s08,r270_s08,Producer imports,877493.125
270,s09,r270_s09,Producer imports,5636410.500000001
270,s10,r270_s10,Producer imports,21417170.0
270,s11,r270_s11,Producer imports,107950967.99999996
270,s12,r270_s12,Producer imports,388674240.0000002
270,s13,r270_s13,Producer imports,18078094.000000004
270,s14,r270_s14,Producer imports,10279585.999999996
270,s15,r270_s15,Producer imports,477357855.9999999
270,s16,r270_s16,Producer imports,59463091.99999999
270,s17,r270_s17,Producer imports,11845730.999999998
270,s18,r270_s18,Producer imports,7621337.000000002
270,s19,r270_s19,Producer imports,54460312.000000015
270,s20,r270_s20,Producer imports,123120047.99999994
270,s21,r270_s21,Producer imports,0.0
270,s24,r270_s24,Producer imports,45745279.99999995
270,s26,r270_s26,Producer imports,18097499.999999996
270,s27,r270_s27,Producer imports,23304187.99999999
270,s77,r270_s77,Producer imports,170450.8125000001
270,s88,r270_s88,Producer imports,692452.3125000026
270,s99,r270_s99,Producer imports,190951.7031249994
270,s01,r270_s01,Producer product taxes paid,4276256.904073659
270,s02,r270_s02,Producer product taxes paid,6039113.513724336
270,s03,r270_s03,Producer product taxes paid,2808257.702021301
270,s04,r270_s04,Producer product taxes paid,40105154.18870531
270,s05,r270_s05,Producer product taxes paid,14679361.299223213
270,s06,r270_s06,Producer product taxes paid,2609869.3868203145
270,s07,r270_s07,Producer product taxes paid,0.0
270,s08,r270_s08,Producer product taxes paid,117848.62286765497
270,s09,r270_s09,Producer product taxes paid,176353.34759790564
270,s10,r270_s10,Producer product taxes paid,909278.798279936
270,s11,r270_s11,Producer product taxes paid,2527936.096398672
270,s12,r270_s12,Producer product taxes paid,12985523.98480436
270,s13,r270_s13,Producer product taxes paid,1122440.4290139223
270,s14,r270_s14,Producer product taxes paid,1984492.7024709485
270,s15,r270_s15,Producer product taxes paid,8313850.649167757
270,s16,r270_s16,Producer product taxes paid,2825622.633527658
270,s17,r270_s17,Producer product taxes paid,9124665.094259083
270,s18,r270_s18,Producer product taxes paid,5177311.673495052
270,s19,r270_s19,Producer product taxes paid,7982224.326273502
270,s20,r270_s20,Producer product taxes paid,4650272.541642473
270,s21,r270_s21,Producer product taxes paid,0.0
270,s24,r270_s24,Producer product taxes paid,43802641.120095015
270,s26,r270_s26,Producer product taxes paid,23178154.84235132
270,s27,r270_s27,Producer product taxes paid,24106675.669111453
270,s77,r270_s77,Producer product taxes paid,5261617.218690624
270,s88,r270_s88,Producer product taxes paid,43768147.5317437
270,s99,r270_s99,Producer product taxes paid,5894455.812046245
270,s01,r270_s01,Producer sales to capital accumulation cell,171911.89803937965
270,s02,r270_s02,Producer sales to capital accumulation cell,10947884.643720008
270,s03,r270_s03,Producer sales to capital accumulation cell,11954866.46611696
270,s04,r270_s04,Producer sales to capital accumulation cell,13498518.116254754
270,s05,r270_s05,Producer sales to capital accumulation cell,41701809.39008727
270,s06,r270_s06,Producer sales to capital accumulation cell,26082029.93091728
270,s07,r270_s07,Producer sales to capital accumulation cell,0.0
270,s08,r270_s08,Producer sales to capital accumulation cell,509714.21629731177
270,s09,r270_s09,Producer sales to capital accumulation cell,4315147.381707637
270,s10,r270_s10,Producer sales to capital accumulation cell,1191844.860025648
270,s11,r270_s11,Producer sales to capital accumulation cell,6176926.131070055
270,s12,r270_s12,Producer sales to capital accumulation cell,823464264.9761466
270,s13,r270_s13,Producer sales to capital accumulation cell,13892739.304827591
270,s14,r270_s14,Producer sales to capital accumulation cell,394679.95250805176
270,s15,r270_s15,Producer sales to capital accumulation cell,122795903.24539544
270,s16,r270_s16,Producer sales to capital accumulation cell,34569206.38847867
270,s17,r270_s17,Producer sales to capital accumulation cell,43231670.61708195
270,s18,r270_s18,Producer sales to capital accumulation cell,10781449.10220877
270,s19,r270_s19,Producer sales to capital accumulation cell,15107402.729242126
270,s20,r270_s20,Producer sales to capital accumulation cell,342296755.2033758
270,s21,r270_s21,Producer sales to capital accumulation cell,0.0
270,s24,r270_s24,Producer sales to capital accumulation cell,1171720.3091512874
270,s26,r270_s26,Producer sales to capital accumulation cell,545085.1172641237
270,s27,r270_s27,Producer sales to capital accumulation cell,8801831.579828398
270,s77,r270_s77,Producer sales to capital accumulation cell,65373.32952005334
270,s88,r270_s88,Producer sales to capital accumulation cell,0.0
270,s99,r270_s99,Producer sales to capital accumulation cell,73236.0739963624
270,s01,r270_s01,Producer sales to government,6353.569824218749
270,s02,r270_s02,Producer sales to government,43801592.0
270,s03,r270_s03,Producer sales to government,4593877.5
270,s04,r270_s04,Producer sales to government,109465192.0
270,s05,r270_s05,Producer sales to government,3056576.7500000005
270,s06,r270_s06,Producer sales to government,0.0
270,s07,r270_s07,Producer sales to government,0.0
270,s08,r270_s08,Producer sales to government,0.0
270,s09,r270_s09,Producer sales to government,437.6450805664063
270,s10,r270_s10,Producer sales to government,0.0
270,s11,r270_s11,Producer sales to government,1727581.1250000002
270,s12,r270_s12,Producer sales to government,32796096.0
270,s13,r270_s13,Producer sales to government,503454.4375
270,s14,r270_s14,Producer sales to government,62345164.0
270,s15,r270_s15,Producer sales to government,1485927.0000000002
270,s16,r270_s16,Producer sales to government,1487527.9999999998
270,s17,r270_s17,Producer sales to government,1544501.8750000002
270,s18,r270_s18,Producer sales to government,66389251.99999999
270,s19,r270_s19,Producer sales to government,13626336.0
270,s20,r270_s20,Producer sales to government,12554341.999999998
270,s21,r270_s21,Producer sales to government,0.0
270,s24,r270_s24,Producer sales to government,888769664.0000001
270,s26,r270_s26,Producer sales to government,592018944.0
270,s27,r270_s27,Producer sales to government,387255744.0
270,s77,r270_s77,Producer sales to government,0.0
270,s88,r270_s88,Producer sales to government,0.0
270,s99,r270_s99,Producer sales to government,0.0
306,s01,r306_s01,Producer dividends paid,1679012.188360204
306,s02,r306_s02,Producer dividends paid,573549.5029706637
306,s03,r306_s03,Producer dividends paid,13201470.344654793
306,s04,r306_s04,Producer dividends paid,731379.3876565933
306,s05,r306_s05,Producer dividends paid,3419538.548396467
306,s06,r306_s06,Producer dividends paid,1627410.826260429
306,s07,r306_s07,Producer dividends paid,0.0
306,s08,r306_s08,Producer dividends paid,357595.88374105137
306,s09,r306_s09,Producer dividends paid,10163.491841319292
306,s10,r306_s10,Producer dividends paid,3317892.1690564817
306,s11,r306_s11,Producer dividends paid,3865594.548506564
306,s12,r306_s12,Producer dividends paid,12795587.877907325
306,s13,r306_s13,Producer dividends paid,276208.6354028176
306,s14,r306_s14,Producer dividends paid,351988.3067660138
306,s15,r306_s15,Producer dividends paid,30064095.184691746
306,s16,r306_s16,Producer dividends paid,4366575.195876639
306,s17,r306_s17,Producer dividends paid,8579254.481705358
306,s18,r306_s18,Producer dividends paid,730603.7576354987
306,s19,r306_s19,Producer dividends paid,1646621.786236153
306,s20,r306_s20,Producer dividends paid,1412761.644396838
306,s21,r306_s21,Producer dividends paid,0.0
306,s24,r306_s24,Producer dividends paid,0.0
306,s26,r306_s26,Producer dividends paid,1207059.365474515
306,s27,r306_s27,Producer dividends paid,3141958.948537673
306,s77,r306_s77,Producer dividends paid,8.55455799401377e-10
306,s88,r306_s88,Producer dividends paid,1.7109115982022583e-09
306,s99,r306_s99,Producer dividends paid,0.0
306,s01,r306_s01,Producer exports,31974570.000000004
306,s02,r306_s02,Producer exports,32658516.000000004
306,s03,r306_s03,Producer exports,58640676.0
306,s04,r306_s04,Producer exports,81484112.0
306,s05,r306_s05,Producer exports,22492014.19816114
306,s06,r306_s06,Producer exports,60303239.99999999
306,s07,r306_s07,Producer exports,0.0
306,s08,r306_s08,Producer exports,0.0
306,s09,r306_s09,Producer exports,2631226.25
306,s10,r306_s10,Producer exports,3904253.75
306,s11,r306_s11,Producer exports,89777680.0
306,s12,r306_s12,Producer exports,277951424.0
306,s13,r306_s13,Producer exports,46719180.0
306,s14,r306_s14,Producer exports,3123935.75
306,s15,r306_s15,Producer exports,1385145855.9999998
306,s16,r306_s16,Producer exports,183085312.0
306,s17,r306_s17,Producer exports,9300886.0
306,s18,r306_s18,Producer exports,4002555.0
306,s19,r306_s19,Producer exports,79547840.0
306,s20,r306_s20,Producer exports,33526490.000000007
306,s21,r306_s21,Producer exports,0.0
306,s24,r306_s24,Producer exports,3627053.0
306,s26,r306_s26,Producer exports,925999.75
306,s27,r306_s27,Producer exports,2965360.0
306,s77,r306_s77,Producer exports,0.0
306,s88,r306_s88,Producer exports,0.0
306,s99,r306_s99,Producer exports,0.0
306,s01,r306_s01,Producer imports,30336593.999999996
306,s02,r306_s02,Producer imports,87878248.00000001
306,s03,r306_s03,Producer imports,287909856.00000006
306,s04,r306_s04,Producer imports,70275368.00000006
306,s05,r306_s05,Producer imports,84678119.64707527
306,s06,r306_s06,Producer imports,12921514.999999998
306,s07,r306_s07,Producer imports,0.0
306,s08,r306_s08,Producer imports,0.0
306,s09,r306_s09,Producer imports,1063796.3750000002
306,s10,r306_s10,Producer imports,14502306.999999998
306,s11,r306_s11,Producer imports,111920680.00000004
306,s12,r306_s12,Producer imports,384364351.99999976
306,s13,r306_s13,Producer imports,15239928.999999996
306,s14,r306_s14,Producer imports,12764869.0
306,s15,r306_s15,Producer imports,444701248.0
306,s16,r306_s16,Producer imports,54468484.0
306,s17,r306_s17,Producer imports,9042068.0
306,s18,r306_s18,Producer imports,6783475.499999998
306,s19,r306_s19,Producer imports,52247536.000000015
306,s20,r306_s20,Producer imports,38997728.0
306,s21,r306_s21,Producer imports,0.0
306,s24,r306_s24,Producer imports,49403416.0
306,s26,r306_s26,Producer imports,14980612.000000007
306,s27,r306_s27,Producer imports,45752244.0
306,s77,r306_s77,Producer imports,172678.75000000058
306,s88,r306_s88,Producer imports,394809.24999999866
306,s99,r306_s99,Producer imports,187910.45312500023
306,s01,r306_s01,Producer product taxes paid,5019975.745355183
306,s02,r306_s02,Producer product taxes paid,10282372.519069508
306,s03,r306_s03,Producer product taxes paid,3010967.184623274
306,s04,r306_s04,Producer product taxes paid,13098134.281272506
306,s05,r306_s05,Producer product taxes paid,8356668.641846764
306,s06,r306_s06,Producer product taxes paid,1580518.5110750496
306,s07,r306_s07,Producer product taxes paid,0.0
306,s08,r306_s08,Producer product taxes paid,0.0
306,s09,r306_s09,Producer product taxes paid,28671.66869834933
306,s10,r306_s10,Producer product taxes paid,971547.807387477
306,s11,r306_s11,Producer product taxes paid,2777543.871349952
