producer_muni,producer_industry,producer_cell,flow,value
410,s01,r410_s01,Producer product taxes paid,5543875.464669283
410,s02,r410_s02,Producer product taxes paid,5049166.912160943
410,s03,r410_s03,Producer product taxes paid,2255649.352067958
410,s04,r410_s04,Producer product taxes paid,36366141.90739678
410,s05,r410_s05,Producer product taxes paid,17159673.9846946
410,s06,r410_s06,Producer product taxes paid,7460326.869770688
410,s07,r410_s07,Producer product taxes paid,0.0
410,s08,r410_s08,Producer product taxes paid,245968.17210154477
410,s09,r410_s09,Producer product taxes paid,66516.94482168862
410,s10,r410_s10,Producer product taxes paid,1108013.9291491425
410,s11,r410_s11,Producer product taxes paid,1872775.6814491423
410,s12,r410_s12,Producer product taxes paid,14024588.597421812
410,s13,r410_s13,Producer product taxes paid,3835402.205449499
410,s14,r410_s14,Producer product taxes paid,3080144.667944429
410,s15,r410_s15,Producer product taxes paid,14772589.375458168
410,s16,r410_s16,Producer product taxes paid,18979366.899124533
410,s17,r410_s17,Producer product taxes paid,46399177.92602352
410,s18,r410_s18,Producer product taxes paid,7429347.978355682
410,s19,r410_s19,Producer product taxes paid,12766874.20481678
410,s20,r410_s20,Producer product taxes paid,1078739.654031833
410,s21,r410_s21,Producer product taxes paid,0.0
410,s24,r410_s24,Producer product taxes paid,79523237.94861114
410,s26,r410_s26,Producer product taxes paid,26041213.519171104
410,s27,r410_s27,Producer product taxes paid,45274994.86137639
410,s77,r410_s77,Producer product taxes paid,4629486.609250112
410,s88,r410_s88,Producer product taxes paid,30592277.533851344
410,s99,r410_s99,Producer product taxes paid,6849306.574823589
410,s01,r410_s01,Producer sales to capital accumulation cell,222872.0384606634
410,s02,r410_s02,Producer sales to capital accumulation cell,4682906.02169401
410,s03,r410_s03,Producer sales to capital accumulation cell,9602390.381095115
410,s04,r410_s04,Producer sales to capital accumulation cell,11506396.219549552
410,s05,r410_s05,Producer sales to capital accumulation cell,69201388.62312065
410,s06,r410_s06,Producer sales to capital accumulation cell,3944924.719486072
410,s07,r410_s07,Producer sales to capital accumulation cell,0.0
410,s08,r410_s08,Producer sales to capital accumulation cell,1470339.6199531008
410,s09,r410_s09,Producer sales to capital accumulation cell,3574712.457433718
410,s10,r410_s10,Producer sales to capital accumulation cell,160141.04295798548
410,s11,r410_s11,Producer sales to capital accumulation cell,4554088.885881279
410,s12,r410_s12,Producer sales to capital accumulation cell,763844320.248774
410,s13,r410_s13,Producer sales to capital accumulation cell,52766255.89373956
410,s14,r410_s14,Producer sales to capital accumulation cell,1418186.651331019
410,s15,r410_s15,Producer sales to capital accumulation cell,219218474.23049647
410,s16,r410_s16,Producer sales to capital accumulation cell,194685904.654884
410,s17,r410_s17,Producer sales to capital accumulation cell,57845191.86595983
410,s18,r410_s18,Producer sales to capital accumulation cell,8408903.106468802
410,s19,r410_s19,Producer sales to capital accumulation cell,7207931.700709604
410,s20,r410_s20,Producer sales to capital accumulation cell,79403747.52870044
410,s21,r410_s21,Producer sales to capital accumulation cell,0.0
410,s24,r410_s24,Producer sales to capital accumulation cell,11766195.661056396
410,s26,r410_s26,Producer sales to capital accumulation cell,837408.1030380722
410,s27,r410_s27,Producer sales to capital accumulation cell,17296626.290579136
410,s77,r410_s77,Producer sales to capital accumulation cell,57519.38579257811
410,s88,r410_s88,Producer sales to capital accumulation cell,0.0
410,s99,r410_s99,Producer sales to capital accumulation cell,85099.6943610701
410,s01,r410_s01,Producer sales to government,8236.96875
410,s02,r410_s02,Producer sales to government,40205108.0
410,s03,r410_s03,Producer sales to government,3689895.25
410,s04,r410_s04,Producer sales to government,91476576.0
410,s05,r410_s05,Producer sales to government,947995.6875
410,s06,r410_s06,Producer sales to government,100398.8515625
410,s07,r410_s07,Producer sales to government,0.0
410,s08,r410_s08,Producer sales to government,21.07841110229492
410,s09,r410_s09,Producer sales to government,389.0714111328125
410,s10,r410_s10,Producer sales to government,0.0
410,s11,r410_s11,Producer sales to government,1225604.875
410,s12,r410_s12,Producer sales to government,30043060.000000004
410,s13,r410_s13,Producer sales to government,3535924.2499999995
410,s14,r410_s14,Producer sales to government,37936535.99999999
410,s15,r410_s15,Producer sales to government,5021339.0
410,s16,r410_s16,Producer sales to government,10660483.999999998
410,s17,r410_s17,Producer sales to government,4265128.5
410,s18,r410_s18,Producer sales to government,106381440.0
410,s19,r410_s19,Producer sales to government,2290255.7499999995
410,s20,r410_s20,Producer sales to government,2912273.5
410,s21,r410_s21,Producer sales to government,0.0
410,s24,r410_s24,Producer sales to government,1341379328.0
410,s26,r410_s26,Producer sales to government,645742848.0
410,s27,r410_s27,Producer sales to government,732988416.0
410,s77,r410_s77,Producer sales to government,0.0
410,s88,r410_s88,Producer sales to government,0.0
410,s99,r410_s99,Producer sales to government,0.0
420,s01,r420_s01,Producer dividends paid,600837.3786393687
420,s02,r420_s02,Producer dividends paid,312715.6987257834
420,s03,r420_s03,Producer dividends paid,10514150.882028673
420,s04,r420_s04,Producer dividends paid,4051524.6708972817
420,s05,r420_s05,Producer dividends paid,5547547.508493259
420,s06,r420_s06,Producer dividends paid,1422159.0395450634
420,s07,r420_s07,Producer dividends paid,0.0
420,s08,r420_s08,Producer dividends paid,0.0
420,s09,r420_s09,Producer dividends paid,133966.60218161737
420,s10,r420_s10,Producer dividends paid,4283445.330113501
420,s11,r420_s11,Producer dividends paid,2009289.4452362268
420,s12,r420_s12,Producer dividends paid,15178015.386680022
420,s13,r420_s13,Producer dividends paid,1403813.2361328958
420,s14,r420_s14,Producer dividends paid,192089.5568971732
420,s15,r420_s15,Producer dividends paid,66285137.09548371
420,s16,r420_s16,Producer dividends paid,9340347.653395364
420,s17,r420_s17,Producer dividends paid,10056545.7444124
420,s18,r420_s18,Producer dividends paid,255298.5770187614
420,s19,r420_s19,Producer dividends paid,7068974.93356934
420,s20,r420_s20,Producer dividends paid,1791584.9531159755
420,s21,r420_s21,Producer dividends paid,0.0
420,s24,r420_s24,Producer dividends paid,0.0
420,s26,r420_s26,Producer dividends paid,1528425.4575941944
420,s27,r420_s27,Producer dividends paid,1540137.63293049
420,s77,r420_s77,Producer dividends paid,4.2772789894047964e-10
420,s88,r420_s88,Producer dividends paid,0.0
420,s99,r420_s99,Producer dividends paid,0.0
420,s01,r420_s01,Producer exports,13836307.000000002
420,s02,r420_s02,Producer exports,12625750.000000002
420,s03,r420_s03,Producer exports,27386126.0
420,s04,r420_s04,Producer exports,187462592.0
420,s05,r420_s05,Producer exports,18989329.48304305
420,s06,r420_s06,Producer exports,40031824.0
420,s07,r420_s07,Producer exports,0.0
420,s08,r420_s08,Producer exports,8381816.0
420,s09,r420_s09,Producer exports,9108988.0
420,s10,r420_s10,Producer exports,9924632.0
420,s11,r420_s11,Producer exports,39334675.99999999
420,s12,r420_s12,Producer exports,341598144.0
420,s13,r420_s13,Producer exports,45638088.0
420,s14,r420_s14,Producer exports,4096606.25
420,s15,r420_s15,Producer exports,3129170431.9999995
420,s16,r420_s16,Producer exports,373768000.0
420,s17,r420_s17,Producer exports,26772540.000000004
420,s18,r420_s18,Producer exports,2743465.5
420,s19,r420_s19,Producer exports,272577024.0
420,s20,r420_s20,Producer exports,39275996.0
420,s21,r420_s21,Producer exports,0.0
420,s24,r420_s24,Producer exports,4597688.5
420,s26,r420_s26,Producer exports,1457196.25
420,s27,r420_s27,Producer exports,3042477.2499999995
420,s77,r420_s77,Producer exports,0.0
420,s88,r420_s88,Producer exports,0.0
420,s99,r420_s99,Producer exports,0.0
420,s01,r420_s01,Producer imports,16912550.0
420,s02,r420_s02,Producer imports,15205093.999999998
420,s03,r420_s03,Producer imports,154962288.0
420,s04,r420_s04,Producer imports,161387743.99999997
420,s05,r420_s05,Producer imports,73973974.39536251
420,s06,r420_s06,Producer imports,23639268.000000022
420,s07,r420_s07,Producer imports,0.0
420,s08,r420_s08,Producer imports,11984261.0
420,s09,r420_s09,Producer imports,3653700.75
420,s10,r420_s10,Producer imports,48467991.99999999
420,s11,r420_s11,Producer imports,84616712.0
420,s12,r420_s12,Producer imports,467148672.0000001
420,s13,r420_s13,Producer imports,33524792.000000022
420,s14,r420_s14,Producer imports,17024611.99999998
420,s15,r420_s15,Producer imports,1559785343.9999993
420,s16,r420_s16,Producer imports,105504288.00000004
420,s17,r420_s17,Producer imports,25100544.0
420,s18,r420_s18,Producer imports,7962290.499999998
420,s19,r420_s19,Producer imports,181395055.99999997
420,s20,r420_s20,Producer imports,45685503.99999999
420,s21,r420_s21,Producer imports,0.0
420,s24,r420_s24,Producer imports,45884187.99999997
420,s26,r420_s26,Producer imports,21488315.999999978
420,s27,r420_s27,Producer imports,17430322.0
420,s77,r420_s77,Producer imports,182938.9531249996
420,s88,r420_s88,Producer imports,413794.6249999987
420,s99,r420_s99,Producer imports,204992.7812499997
420,s01,r420_s01,Producer product taxes paid,2798619.743102721
420,s02,r420_s02,Producer product taxes paid,5544691.777704285
420,s03,r420_s03,Producer product taxes paid,1620598.838186052
420,s04,r420_s04,Producer product taxes paid,30233501.73253653
420,s05,r420_s05,Producer product taxes paid,7613485.155930078
420,s06,r420_s06,Producer product taxes paid,1925136.0757231384
420,s07,r420_s07,Producer product taxes paid,0.0
420,s08,r420_s08,Producer product taxes paid,142913.9322415219
420,s09,r420_s09,Producer product taxes paid,99680.85987493042
420,s10,r420_s10,Producer product taxes paid,4791761.792404466
420,s11,r420_s11,Producer product taxes paid,2183353.6612240504
420,s12,r420_s12,Producer product taxes paid,14656920.744682612
420,s13,r420_s13,Producer product taxes paid,5155359.904526967
420,s14,r420_s14,Producer product taxes paid,3077408.322563441
420,s15,r420_s15,Producer product taxes paid,26605073.70589504
420,s16,r420_s16,Producer product taxes paid,4118190.061031752
420,s17,r420_s17,Producer product taxes paid,25783962.585442945
420,s18,r420_s18,Producer product taxes paid,5221891.862936272
420,s19,r420_s19,Producer product taxes paid,19784398.9438779
420,s20,r420_s20,Producer product taxes paid,1725552.292119358
420,s21,r420_s21,Producer product taxes paid,0.0
420,s24,r420_s24,Producer product taxes paid,44130736.35674161
420,s26,r420_s26,Producer product taxes paid,26104191.951082867
420,s27,r420_s27,Producer product taxes paid,18734964.23685272
420,s77,r420_s77,Producer product taxes paid,5647111.442900949
420,s88,r420_s88,Producer product taxes paid,26154904.32963635
420,s99,r420_s99,Producer product taxes paid,6327887.4449875
420,s01,r420_s01,Producer sales to capital accumulation cell,112508.67934185574
420,s02,r420_s02,Producer sales to capital accumulation cell,5230152.212743781
420,s03,r420_s03,Producer sales to capital accumulation cell,6898955.088776684
420,s04,r420_s04,Producer sales to capital accumulation cell,13291524.183372073
420,s05,r420_s05,Producer sales to capital accumulation cell,16403460.689790098
420,s06,r420_s06,Producer sales to capital accumulation cell,795739.6940171475
420,s07,r420_s07,Producer sales to capital accumulation cell,0.0
420,s08,r420_s08,Producer sales to capital accumulation cell,2771128.6178860366
420,s09,r420_s09,Producer sales to capital accumulation cell,3199712.082402395
420,s10,r420_s10,Producer sales to capital accumulation cell,763325.4657536435
420,s11,r420_s11,Producer sales to capital accumulation cell,3223950.586019162
420,s12,r420_s12,Producer sales to capital accumulation cell,923179455.5189444
420,s13,r420_s13,Producer sales to capital accumulation cell,11823645.48069896
420,s14,r420_s14,Producer sales to capital accumulation cell,900500.2456480211
420,s15,r420_s15,Producer sales to capital accumulation cell,493104191.9777416
420,s16,r420_s16,Producer sales to capital accumulation cell,49042535.82823069
420,s17,r420_s17,Producer sales to capital accumulation cell,50405597.708484106
420,s18,r420_s18,Producer sales to capital accumulation cell,2822732.102907266
420,s19,r420_s19,Producer sales to capital accumulation cell,16637773.467360588
420,s20,r420_s20,Producer sales to capital accumulation cell,127014252.16284432
420,s21,r420_s21,Producer sales to capital accumulation cell,0.0
420,s24,r420_s24,Producer sales to capital accumulation cell,1324417.87171367
420,s26,r420_s26,Producer sales to capital accumulation cell,809672.3926982285
420,s27,r420_s27,Producer sales to capital accumulation cell,7086488.398027037
420,s77,r420_s77,Producer sales to capital accumulation cell,70162.93687828287
420,s88,r420_s88,Producer sales to capital accumulation cell,0.0
420,s99,r420_s99,Producer sales to capital accumulation cell,78621.2885357659
420,s01,r420_s01,Producer sales to government,4158.12841796875
420,s02,r420_s02,Producer sales to government,40831408.0
420,s03,r420_s03,Producer sales to government,2651050.2500000005
420,s04,r420_s04,Producer sales to government,111673880.0
420,s05,r420_s05,Producer sales to government,1642964.25
420,s06,r420_s06,Producer sales to government,181669.8125
420,s07,r420_s07,Producer sales to government,0.0
420,s08,r420_s08,Producer sales to government,82275.4140625
420,s09,r420_s09,Producer sales to government,343.17431640625006
420,s10,r420_s10,Producer sales to government,0.0
420,s11,r420_s11,Producer sales to government,1007284.75
420,s12,r420_s12,Producer sales to government,34695856.0
420,s13,r420_s13,Producer sales to government,652390.1875
420,s14,r420_s14,Producer sales to government,72900399.99999999
420,s15,r420_s15,Producer sales to government,4353091.0
420,s16,r420_s16,Producer sales to government,2738331.5
420,s17,r420_s17,Producer sales to government,4737417.5
420,s18,r420_s18,Producer sales to government,64867128.00000001
420,s19,r420_s19,Producer sales to government,8781039.999999998
420,s20,r420_s20,Producer sales to government,4658473.5
420,s21,r420_s21,Producer sales to government,0.0
420,s24,r420_s24,Producer sales to government,918443904.0
420,s26,r420_s26,Producer sales to government,640405312.0
420,s27,r420_s27,Producer sales to government,302787424.0
420,s77,r420_s77,Producer sales to government,0.0
420,s88,r420_s88,Producer sales to government,0.0
420,s99,r420_s99,Producer sales to government,0.0
430,s01,r430_s01,Producer dividends paid,227199.33917597492
430,s02,r430_s02,Producer dividends paid,1045374.7089297523
430,s03,r430_s03,Producer dividends paid,13809288.389353069
430,s04,r430_s04,Producer dividends paid,3174078.2554614414
430,s05,r430_s05,Producer dividends paid,1719227.6710656544
430,s06,r430_s06,Producer dividends paid,2364349.8301740936
430,s07,r430_s07,Producer dividends paid,0.0
430,s08,r430_s08,Producer dividends paid,747063.46183917
430,s09,r430_s09,Producer dividends paid,0.0
430,s10,r430_s10,Producer dividends paid,6530950.492672734
430,s11,r430_s11,Producer dividends paid,0.0
430,s12,r430_s12,Producer dividends paid,24732801.853215624
430,s13,r430_s13,Producer dividends paid,1434716.3550585
430,s14,r430_s14,Producer dividends paid,0.0
430,s15,r430_s15,Producer dividends paid,52153774.30073132
430,s16,r430_s16,Producer dividends paid,7134875.850075323
430,s17,r430_s17,Producer dividends paid,13342735.458900088
430,s18,r430_s18,Producer dividends paid,0.0
430,s19,r430_s19,Producer dividends paid,9959650.451483749
430,s20,r430_s20,Producer dividends paid,2002147.3288362888
430,s21,r430_s21,Producer dividends paid,8588973.120574143
430,s24,r430_s24,Producer dividends paid,0.0
430,s26,r430_s26,Producer dividends paid,2470708.6249507675
430,s27,r430_s27,Producer dividends paid,3942306.378567412
430,s77,r430_s77,Producer dividends paid,1.7109115982022583e-09
430,s88,r430_s88,Producer dividends paid,1.2831836995285772e-09
430,s99,r430_s99,Producer dividends paid,0.0
430,s01,r430_s01,Producer exports,22539518.0
430,s02,r430_s02,Producer exports,21153162.0
430,s03,r430_s03,Producer exports,41731175.99999999
430,s04,r430_s04,Producer exports,170022288.0
430,s05,r430_s05,Producer exports,71481549.0424097
430,s06,r430_s06,Producer exports,67964240.0
430,s07,r430_s07,Producer exports,0.0
430,s08,r430_s08,Producer exports,4304327.500000001
430,s09,r430_s09,Producer exports,9254568.0
430,s10,r430_s10,Producer exports,3659913.500000001
430,s11,r430_s11,Producer exports,93161032.0
430,s12,r430_s12,Producer exports,584327872.0
430,s13,r430_s13,Producer exports,87797352.0
430,s14,r430_s14,Producer exports,5320891.999999999
430,s15,r430_s15,Producer exports,2479022336.0
430,s16,r430_s16,Producer exports,290454368.0
430,s17,r430_s17,Producer exports,19961384.0
430,s18,r430_s18,Producer exports,4359899.499999999
430,s19,r430_s19,Producer exports,331734944.0
430,s20,r430_s20,Producer exports,42767144.00000001
430,s21,r430_s21,Producer exports,313160686.3251075
430,s24,r430_s24,Producer exports,5214575.5
430,s26,r430_s26,Producer exports,1888540.375
430,s27,r430_s27,Producer exports,4953742.0
430,s77,r430_s77,Producer exports,0.0
430,s88,r430_s88,Producer exports,0.0
430,s99,r430_s99,Producer exports,0.0
430,s01,r430_s01,Producer imports,26855548.0
430,s02,r430_s02,Producer imports,25997646.0
430,s03,r430_s03,Producer imports,220643472.0
430,s04,r430_s04,Producer imports,133589752.00000004
430,s05,r430_s05,Producer imports,264880924.19037387
430,s06,r430_s06,Producer imports,200038128.0000001
430,s07,r430_s07,Producer imports,0.0
430,s08,r430_s08,Producer imports,1243580.5
430,s09,r430_s09,Producer imports,3588755.500000001
430,s10,r430_s10,Producer imports,17173134.0
430,s11,r430_s11,Producer imports,437099008.0
430,s12,r430_s12,Producer imports,771579200.0
430,s13,r430_s13,Producer imports,38368903.99999999
430,s14,r430_s14,Producer imports,21908583.999999996
430,s15,r430_s15,Producer imports,1406151552.0000002
430,s16,r430_s16,Producer imports,85973880.0
430,s17,r430_s17,Producer imports,14280804.000000011
430,s18,r430_s18,Producer imports,11319758.0
430,s19,r430_s19,Producer imports,220945824.0000001
430,s20,r430_s20,Producer imports,49746376.0
430,s21,r430_s21,Producer imports,276497204.7087365
430,s24,r430_s24,Producer imports,59605867.999999925
430,s26,r430_s26,Producer imports,29909153.99999997
430,s27,r430_s27,Producer imports,48110539.99999997
430,s77,r430_s77,Producer imports,246126.0781250006
430,s88,r430_s88,Producer imports,548750.6875000016
430,s99,r430_s99,Producer imports,280810.9375000005
430,s01,r430_s01,Producer product taxes paid,4443946.762142053
430,s02,r430_s02,Producer product taxes paid,6657875.185224597
430,s03,r430_s03,Producer product taxes paid,2307494.1117589194
430,s04,r430_s04,Producer product taxes paid,29118993.08769787
430,s05,r430_s05,Producer product taxes paid,9597428.833437037
430,s06,r430_s06,Producer product taxes paid,2924774.713096389
430,s07,r430_s07,Producer product taxes paid,0.0
430,s08,r430_s08,Producer product taxes paid,126416.24026508824
430,s09,r430_s09,Producer product taxes paid,113293.0636028465
430,s10,r430_s10,Producer product taxes paid,1558565.1416731465
430,s11,r430_s11,Producer product taxes paid,13616026.30598888
430,s12,r430_s12,Producer product taxes paid,24525313.63567084
430,s13,r430_s13,Producer product taxes paid,3013411.5733795404
430,s14,r430_s14,Producer product taxes paid,4156090.528930636
430,s15,r430_s15,Producer product taxes paid,27430599.240256198
430,s16,r430_s16,Producer product taxes paid,3629137.857610041
430,s17,r430_s17,Producer product taxes paid,30785152.151079662
430,s18,r430_s18,Producer product taxes paid,8117172.423377063
430,s19,r430_s19,Producer product taxes paid,24247897.44139084
430,s20,r430_s20,Producer product taxes paid,1878932.2447095043
430,s21,r430_s21,Producer product taxes paid,874712.2642253373
430,s24,r430_s24,Producer product taxes paid,54805649.27605138
430,s26,r430_s26,Producer product taxes paid,37017706.46100548
430,s27,r430_s27,Producer product taxes paid,41962199.94339826
430,s77,r430_s77,Producer product taxes paid,7597624.039250819
430,s88,r430_s88,Producer product taxes paid,34685131.82517427
430,s99,r430_s99,Producer product taxes paid,8668304.66509833
430,s01,r430_s01,Producer sales to capital accumulation cell,178653.27945855437
430,s02,r430_s02,Producer sales to capital accumulation cell,10883965.497026054
430,s03,r430_s03,Producer sales to capital accumulation cell,9823095.943160657
430,s04,r430_s04,Producer sales to capital accumulation cell,10704633.618029345
430,s05,r430_s05,Producer sales to capital accumulation cell,25976915.62668315
430,s06,r430_s06,Producer sales to capital accumulation cell,7554657.173600489
430,s07,r430_s07,Producer sales to capital accumulation cell,0.0
430,s08,r430_s08,Producer sales to capital accumulation cell,597507.9124541971
430,s09,r430_s09,Producer sales to capital accumulation cell,3332394.4356066207
430,s10,r430_s10,Producer sales to capital accumulation cell,786750.8111106685
430,s11,r430_s11,Producer sales to capital accumulation cell,5991249.791542346
430,s12,r430_s12,Producer sales to capital accumulation cell,1374139829.820605
430,s13,r430_s13,Producer sales to capital accumulation cell,52566744.77509196
430,s14,r430_s14,Producer sales to capital accumulation cell,952762.9906463644
430,s15,r430_s15,Producer sales to capital accumulation cell,496346511.1914152
430,s16,r430_s16,Producer sales to capital accumulation cell,40089885.11642101
430,s17,r430_s17,Producer sales to capital accumulation cell,23674892.172721453
430,s18,r430_s18,Producer sales to capital accumulation cell,4093799.4693737016
430,s19,r430_s19,Producer sales to capital accumulation cell,21227489.18685973
430,s20,r430_s20,Producer sales to capital accumulation cell,138304226.57798728
430,s21,r430_s21,Producer sales to capital accumulation cell,402042.11289068416
430,s24,r430_s24,Producer sales to capital accumulation cell,1387849.138074509
430,s26,r430_s26,Producer sales to capital accumulation cell,1910528.712865949
430,s27,r430_s27,Producer sales to capital accumulation cell,12595811.605295667
430,s77,r430_s77,Producer sales to capital accumulation cell,94397.21480260602
430,s88,r430_s88,Producer sales to capital accumulation cell,0.0
430,s99,r430_s99,Producer sales to capital accumulation cell,107699.95486654111
430,s01,r430_s01,Producer sales to government,6602.71923828125
430,s02,r430_s02,Producer sales to government,67626760.0
430,s03,r430_s03,Producer sales to government,3774705.500000001
430,s04,r430_s04,Producer sales to government,159624896.00000003
430,s05,r430_s05,Producer sales to government,1397884.875
430,s06,r430_s06,Producer sales to government,4531074.500000001
430,s07,r430_s07,Producer sales to government,0.0
430,s08,r430_s08,Producer sales to government,59300.86718750001
430,s09,r430_s09,Producer sales to government,3236.4470214843755
430,s10,r430_s10,Producer sales to government,0.0
430,s11,r430_s11,Producer sales to government,1124622.6250000002
430,s12,r430_s12,Producer sales to government,56120088.00000001
430,s13,r430_s13,Producer sales to government,6324313.5
430,s14,r430_s14,Producer sales to government,104992856.0
430,s15,r430_s15,Producer sales to government,2247844.75
430,s16,r430_s16,Producer sales to government,2131057.9999999995
430,s17,r430_s17,Producer sales to government,10471488.0
430,s18,r430_s18,Producer sales to government,123466352.0
430,s19,r430_s19,Producer sales to government,11856259.0
430,s20,r430_s20,Producer sales to government,5072553.499999999
430,s21,r430_s21,Producer sales to government,1127834.625
430,s24,r430_s24,Producer sales to government,1097906432.0
430,s26,r430_s26,Producer sales to government,929731200.0
430,s27,r430_s27,Producer sales to government,653878976.0
430,s77,r430_s77,Producer sales to government,0.0
430,s88,r430_s88,Producer sales to government,0.0
430,s99,r430_s99,Producer sales to government,0.0
440,s01,r440_s01,Producer dividends paid,570483.2184681258
440,s02,r440_s02,Producer dividends paid,217909.5588303185
440,s03,r440_s03,Producer dividends paid,7430862.275902328
440,s04,r440_s04,Producer dividends paid,1736697.9254251926
440,s05,r440_s05,Producer dividends paid,1611412.5575849952
440,s06,r440_s06,Producer dividends paid,3042107.5802634573
440,s07,r440_s07,Producer dividends paid,0.0
440,s08,r440_s08,Producer dividends paid,3809.171339003277
440,s09,r440_s09,Producer dividends paid,33453.25400481507
440,s10,r440_s10,Producer dividends paid,6205914.664835
440,s11,r440_s11,Producer dividends paid,0.0
440,s12,r440_s12,Producer dividends paid,21555709.34947831
440,s13,r440_s13,Producer dividends paid,1076281.726488066
440,s14,r440_s14,Producer dividends paid,329316.93760280084
440,s15,r440_s15,Producer dividends paid,59565412.73701877
440,s16,r440_s16,Producer dividends paid,11574766.072910631
440,s17,r440_s17,Producer dividends paid,19932079.368447486
440,s18,r440_s18,Producer dividends paid,0.0
440,s19,r440_s19,Producer dividends paid,6014012.350194779
440,s20,r440_s20,Producer dividends paid,2828991.849802486
440,s21,r440_s21,Producer dividends paid,299474.7835266759
440,s24,r440_s24,Producer dividends paid,0.0
440,s26,r440_s26,Producer dividends paid,662578.7365376087
440,s27,r440_s27,Producer dividends paid,926504.2946646336
440,s77,r440_s77,Producer dividends paid,0.0
440,s88,r440_s88,Producer dividends paid,0.0
440,s99,r440_s99,Producer dividends paid,0.0
440,s01,r440_s01,Producer exports,18157466.000000004
440,s02,r440_s02,Producer exports,16948564.0
440,s03,r440_s03,Producer exports,26791200.0
440,s04,r440_s04,Producer exports,106888256.0
440,s05,r440_s05,Producer exports,1239887.9316921502
440,s06,r440_s06,Producer exports,47274068.0
440,s07,r440_s07,Producer exports,0.0
440,s08,r440_s08,Producer exports,4041854.0
440,s09,r440_s09,Producer exports,2494051.5
440,s10,r440_s10,Producer exports,0.0
440,s11,r440_s11,Producer exports,135967920.00000003
440,s12,r440_s12,Producer exports,240119616.0
440,s13,r440_s13,Producer exports,51175600.0
440,s14,r440_s14,Producer exports,3245048.5
440,s15,r440_s15,Producer exports,2482224896.0
440,s16,r440_s16,Producer exports,466120320.0
440,s17,r440_s17,Producer exports,7043062.0
440,s18,r440_s18,Producer exports,2085854.75
440,s19,r440_s19,Producer exports,229961680.0
440,s20,r440_s20,Producer exports,57477856.0
440,s21,r440_s21,Producer exports,12534209.783880122
440,s24,r440_s24,Producer exports,2484327.25
440,s26,r440_s26,Producer exports,248474.8125
440,s27,r440_s27,Producer exports,1935127.5
440,s77,r440_s77,Producer exports,0.0
440,s88,r440_s88,Producer exports,0.0
440,s99,r440_s99,Producer exports,0.0
440,s01,r440_s01,Producer imports,19603065.999999996
440,s02,r440_s02,Producer imports,41007628.00000001
440,s03,r440_s03,Producer imports,109430576.0
440,s04,r440_s04,Producer imports,86298360.00000004
440,s05,r440_s05,Producer imports,5612066.6437248085
440,s06,r440_s06,Producer imports,16411756.999999998
440,s07,r440_s07,Producer imports,0.0
440,s08,r440_s08,Producer imports,1181441.375
440,s09,r440_s09,Producer imports,1189858.875
440,s10,r440_s10,Producer imports,0.0
440,s11,r440_s11,Producer imports,744954240.0
440,s12,r440_s12,Producer imports,305972031.99999994
440,s13,r440_s13,Producer imports,21037348.0
440,s14,r440_s14,Producer imports,13139654.999999993
440,s15,r440_s15,Producer imports,1565345152.0
440,s16,r440_s16,Producer imports,131572767.99999996
440,s17,r440_s17,Producer imports,11182094.0
440,s18,r440_s18,Producer imports,4451144.499999999
440,s19,r440_s19,Producer imports,139020560.0
440,s20,r440_s20,Producer imports,66857747.99999999
440,s21,r440_s21,Producer imports,6116041.323315904
440,s24,r440_s24,Producer imports,25478720.00000002
440,s26,r440_s26,Producer imports,6762893.000000003
440,s27,r440_s27,Producer imports,10613005.999999998
440,s77,r440_s77,Producer imports,89448.53906249997
440,s88,r440_s88,Producer imports,262535.7187499991
440,s99,r440_s99,Producer imports,210064.9218750003
440,s01,r440_s01,Producer product taxes paid,3243835.550643953
440,s02,r440_s02,Producer product taxes paid,5220409.241163148
440,s03,r440_s03,Producer product taxes paid,1144427.191726189
440,s04,r440_s04,Producer product taxes paid,17329579.163448274
440,s05,r440_s05,Producer product taxes paid,3440785.486936874
440,s06,r440_s06,Producer product taxes paid,1080468.8099892389
440,s07,r440_s07,Producer product taxes paid,0.0
440,s08,r440_s08,Producer product taxes paid,158669.3190640203
440,s09,r440_s09,Producer product taxes paid,27090.75728687506
440,s10,r440_s10,Producer product taxes paid,0.0
440,s11,r440_s11,Producer product taxes paid,17811192.058346186
440,s12,r440_s12,Producer product taxes paid,9036872.551429214
440,s13,r440_s13,Producer product taxes paid,1521064.0103293152
440,s14,r440_s14,Producer product taxes paid,2359174.494495673
440,s15,r440_s15,Producer product taxes paid,17934034.382267106
440,s16,r440_s16,Producer product taxes paid,5135732.094355683
440,s17,r440_s17,Producer product taxes paid,41524444.811002284
440,s18,r440_s18,Producer product taxes paid,2945823.2134273555
440,s19,r440_s19,Producer product taxes paid,15064470.694837892
440,s20,r440_s20,Producer product taxes paid,2525232.962704685
440,s21,r440_s21,Producer product taxes paid,589987.6159272697
440,s24,r440_s24,Producer product taxes paid,24777825.33773083
440,s26,r440_s26,Producer product taxes paid,9399765.005038137
440,s27,r440_s27,Producer product taxes paid,11641257.465404306
440,s77,r440_s77,Producer product taxes paid,2761171.8916373
440,s88,r440_s88,Producer product taxes paid,16594214.994491512
440,s99,r440_s99,Producer product taxes paid,6484458.380592806
440,s01,r440_s01,Producer sales to capital accumulation cell,130407.01966611524
