consumer_muni,consumer_industry,consumer_cell,s_foreign_
185,s01,185s01,0.1123783223336541
185,s02,185s02,0.0930749696823921
185,s03,185s03,0.0969389480111458
185,s04,185s04,0.0910232101873357
185,s05,185s05,0.0774262998168464
185,s06,185s06,0.093559386058309
185,s07,185s07,0.0659935294049044
185,s08,185s08,0.0540131373968451
185,s09,185s09,0.0842205274231986
185,s10,185s10,0.0593792402872015
185,s11,185s11,0.0875210153724646
185,s12,185s12,0.0894396103244363
185,s13,185s13,0.1027225670751046
185,s14,185s14,0.0992387345447835
185,s15,185s15,0.1017687665064543
185,s16,185s16,0.0982297414808747
185,s17,185s17,0.0852049135962084
185,s18,185s18,0.0734559001710082
185,s19,185s19,
185,s20,185s20,0.0697806905205541
185,s21,185s21,0.066577527617832
185,s22,185s22,0.095764134943295
185,s23,185s23,0.0455269982879014
185,s24,185s24,0.0853027208944755
185,s25,185s25,0.1321256272957273
185,s26,185s26,0.0989355989499966
185,s27,185s27,0.0763410376282591
185,s28,185s28,0.0660248785456911
187,s01,187s01,0.0962695558468491
187,s02,187s02,0.0769662031955871
187,s03,187s03,0.0808301815243408
187,s04,187s04,0.0749144437005308
187,s05,187s05,0.0613175333300414
187,s06,187s06,0.0774506195715041
187,s07,187s07,0.0498847629180994
187,s08,187s08,0.0379043709100402
187,s09,187s09,0.0681117609363936
187,s10,187s10,0.0432704738003965
187,s11,187s11,0.0714122488856595
187,s12,187s12,0.0733308438376313
187,s13,187s13,0.0866138005882996
187,s14,187s14,0.0831299680579784
187,s15,187s15,0.0856600000196493
187,s16,187s16,0.0821209749940697
187,s17,187s17,0.0690961471094034
187,s18,187s18,0.0573471336842031
187,s19,187s19,
187,s20,187s20,0.0536719240337491
187,s21,187s21,
187,s22,187s22,0.07965536845649
187,s23,187s23,0.0294182318010964
187,s24,187s24,0.0691939544076706
187,s25,187s25,0.1160168608089222
187,s26,187s26,0.0828268324631916
187,s27,187s27,0.0602322711414541
187,s28,187s28,0.0499161120588861
190,s01,190s01,0.1081609846514978
190,s02,190s02,0.0888576320002359
190,s03,190s03,0.0927216103289895
190,s04,190s04,0.0868058725051794
190,s05,190s05,0.0732089621346901
190,s06,190s06,0.0893420483761528
190,s07,190s07,0.061776191722748
190,s08,190s08,0.0497957997146889
190,s09,190s09,0.0800031897410423
190,s10,190s10,0.0551619026050452
190,s11,190s11,0.0833036776903083
190,s12,190s12,0.0852222726422799
190,s13,190s13,0.0985052293929483
190,s14,190s14,0.0950213968626271
190,s15,190s15,0.097551428824298
190,s16,190s16,0.0940124037987184
190,s17,190s17,0.080987575914052
190,s18,190s18,0.0692385624888519
190,s19,190s19,0.0872927308940188
190,s20,190s20,0.0655633528383978
190,s21,190s21,0.0623601899356757
190,s22,190s22,0.0915467972611387
190,s23,190s23,0.0413096606057451
190,s24,190s24,0.0810853832123193
190,s25,190s25,0.127908289613571
190,s26,190s26,0.0947182612678403
190,s27,190s27,0.0721236999461028
190,s28,190s28,0.0618075408635348
201,s01,201s01,0.1086349517911309
201,s02,201s02,0.0893315991398691
201,s03,201s03,0.0931955774686228
201,s04,201s04,0.0872798396448127
201,s05,201s05,0.0736829292743233
201,s06,201s06,0.089816015515786
201,s07,201s07,
201,s08,201s08,0.0502697668543221
201,s09,201s09,0.0804771568806755
201,s10,201s10,0.0556358697446785
201,s11,201s11,0.0837776448299416
201,s12,201s12,0.0856962397819133
201,s13,201s13,0.0989791965325816
201,s14,201s14,0.0954953640022604
201,s15,201s15,0.0980253959639313
201,s16,201s16,0.0944863709383517
201,s17,201s17,0.0814615430536854
201,s18,201s18,0.0697125296284851
201,s19,201s19,0.0877666980336521
201,s20,201s20,0.066037319978031
201,s21,201s21,
201,s22,201s22,0.092020764400772
201,s23,201s23,0.0417836277453783
201,s24,201s24,0.0815593503519525
201,s25,201s25,0.1283822567532042
201,s26,201s26,0.0951922284074736
201,s27,201s27,0.0725976670857361
201,s28,201s28,0.062281508003168
210,s01,210s01,0.1151310459886772
210,s02,210s02,0.0958276933374152
210,s03,210s03,0.099691671666169
210,s04,210s04,0.0937759338423589
210,s05,210s05,0.0801790234718695
210,s06,210s06,0.0963121097133322
210,s07,210s07,0.0687462530599275
210,s08,210s08,0.0567658610518683
210,s09,210s09,0.0869732510782217
210,s10,210s10,0.0621319639422247
210,s11,210s11,0.0902737390274877
210,s12,210s12,0.0921923339794595
210,s13,210s13,0.1054752907301278
210,s14,210s14,0.1019914581998065
210,s15,210s15,0.1045214901614775
210,s16,210s16,0.1009824651358978
210,s17,210s17,0.0879576372512315
210,s18,210s18,0.0762086238260312
210,s19,210s19,0.0942627922311983
210,s20,210s20,0.0725334141755772
210,s21,210s21,
210,s22,210s22,0.0985168585983182
210,s23,210s23,0.0482797219429246
210,s24,210s24,0.0880554445494987
210,s25,210s25,0.1348783509507504
210,s26,210s26,0.1016883226050197
210,s27,210s27,0.0790937612832822
210,s28,210s28,0.0687776022007141
217,s01,217s01,0.1151727720852074
217,s02,217s02,0.0958694194339454
217,s03,217s03,0.0997333977626992
217,s04,217s04,0.0938176599388891
217,s05,217s05,0.0802207495683997
217,s06,217s06,0.0963538358098623
217,s07,217s07,0.0687879791564577
217,s08,217s08,0.0568075871483985
217,s09,217s09,0.087014977174752
217,s10,217s10,0.0621736900387549
217,s11,217s11,0.0903154651240179
217,s12,217s12,0.0922340600759897
217,s13,217s13,0.1055170168266579
217,s14,217s14,0.1020331842963367
217,s15,217s15,0.1045632162580077
217,s16,217s16,0.101024191232428
217,s17,217s17,0.0879993633477617
217,s18,217s18,0.0762503499225615
217,s19,217s19,0.0943045183277285
217,s20,217s20,0.0725751402721075
217,s21,217s21,0.0693719773693853
217,s22,217s22,0.0985585846948483
217,s23,217s23,0.0483214480394547
217,s24,217s24,0.0880971706460288
217,s25,217s25,0.1349200770472806
217,s26,217s26,0.1017300487015499
217,s27,217s27,0.0791354873798124
217,s28,217s28,0.0688193282972444
219,s01,219s01,0.1110097897553116
219,s02,219s02,0.0917064371040496
219,s03,219s03,0.0955704154328034
219,s04,219s04,0.0896546776089933
219,s05,219s05,0.076057767238504
219,s06,219s06,0.0921908534799666
219,s07,219s07,0.0646249968265619
219,s08,219s08,0.0526446048185027
219,s09,219s09,0.0828519948448562
219,s10,219s10,0.0580107077088591
219,s11,219s11,0.0861524827941221
219,s12,219s12,0.0880710777460939
219,s13,219s13,0.1013540344967622
219,s14,219s14,0.097870201966441
219,s15,219s15,0.1004002339281119
219,s16,219s16,0.0968612089025323
219,s17,219s17,0.0838363810178659
219,s18,219s18,0.0720873675926657
219,s19,219s19,0.0901415359978328
219,s20,219s20,0.0684121579422117
219,s21,219s21,
219,s22,219s22,0.0943956023649525
219,s23,219s23,0.044158465709559
219,s24,219s24,0.0839341883161331
219,s25,219s25,0.1307570947173849
219,s26,219s26,0.0975670663716542
219,s27,219s27,0.0749725050499166
219,s28,219s28,0.0646563459673486
223,s01,223s01,0.1250630594014788
223,s02,223s02,0.1057597067502169
223,s03,223s03,0.1096236850789708
223,s04,223s04,0.1037079472551606
223,s05,223s05,0.0901110368846713
223,s06,223s06,0.1062441231261339
223,s07,223s07,0.0786782664727292
223,s08,223s08,0.06669787446467
223,s09,223s09,0.0969052644910234
223,s10,223s10,0.0720639773550263
223,s11,223s11,0.1002057524402894
223,s12,223s12,0.1021243473922612
223,s13,223s13,0.1154073041429295
223,s14,223s14,0.1119234716126083
223,s15,223s15,0.1144535035742793
223,s16,223s16,0.1109144785486995
223,s17,223s17,0.0978896506640332
223,s18,223s18,0.086140637238833
223,s19,223s19,0.104194805644
223,s20,223s20,0.0824654275883789
223,s21,223s21,0.0792622646856568
223,s22,223s22,0.1084488720111198
223,s23,223s23,0.0582117353557262
223,s24,223s24,0.0979874579623004
223,s25,223s25,0.1448103643635522
223,s26,223s26,0.1116203360178215
223,s27,223s27,0.0890257746960839
223,s28,223s28,0.078709615613516
230,s01,230s01,0.13137086236282
230,s02,230s02,0.1120675097115581
230,s03,230s03,0.1159314880403119
230,s04,230s04,0.1100157502165017
230,s05,230s05,0.0964188398460124
230,s06,230s06,0.1125519260874751
230,s07,230s07,0.0849860694340704
230,s08,230s08,0.0730056774260111
230,s09,230s09,0.1032130674523646
230,s10,230s10,0.0783717803163676
230,s11,230s11,0.1065135554016305
230,s12,230s12,0.1084321503536023
230,s13,230s13,0.1217151071042706
230,s14,230s14,0.1182312745739494
230,s15,230s15,0.1207613065356203
230,s16,230s16,0.1172222815100407
230,s17,230s17,0.1041974536253744
230,s18,230s18,0.0924484402001741
230,s19,230s19,0.1105026086053412
230,s20,230s20,0.0887732305497202
230,s21,230s21,0.085570067646998
230,s22,230s22,0.114756674972461
230,s23,230s23,0.0645195383170674
230,s24,230s24,0.1042952609236415
230,s25,230s25,0.1511181673248933
230,s26,230s26,0.1179281389791626
230,s27,230s27,0.0953335776574251
230,s28,230s28,0.0850174185748572
240,s01,240s01,0.1036250469037008
240,s02,240s02,0.0843216942524389
240,s03,240s03,0.0881856725811926
240,s04,240s04,0.0822699347573825
240,s05,240s05,0.0686730243868932
240,s06,240s06,0.084806110628356
240,s07,240s07,0.0572402539749512
240,s08,240s08,0.045259861966892
240,s09,240s09,0.0754672519932455
240,s10,240s10,0.0506259648572483
240,s11,240s11,0.0787677399425113
240,s12,240s12,0.0806863348944831
240,s13,240s13,0.0939692916451515
240,s14,240s14,0.0904854591148303
240,s15,240s15,0.0930154910765011
240,s16,240s16,0.0894764660509215
240,s17,240s17,0.0764516381662552
240,s18,240s18,0.0647026247410549
240,s19,240s19,0.082756793146222
240,s20,240s20,0.0610274150906009
240,s21,240s21,
240,s22,240s22,0.0870108595133418
240,s23,240s23,0.0367737228579482
240,s24,240s24,0.0765494454645223
240,s25,240s25,0.1233723518657742
240,s26,240s26,0.0901823235200434
240,s27,240s27,0.0675877621983059
240,s28,240s28,0.0572716031157379
250,s01,250s01,0.0971398931552193
250,s02,250s02,0.0778365405039574
250,s03,250s03,0.0817005188327111
250,s04,250s04,0.075784781008901
250,s05,250s05,0.0621878706384117
250,s06,250s06,0.0783209568798743
250,s07,250s07,0.0507551002264696
250,s08,250s08,0.0387747082184104
250,s09,250s09,0.0689820982447639
250,s10,250s10,0.0441408111087668
250,s11,250s11,0.0722825861940299
250,s12,250s12,0.0742011811460016
250,s13,250s13,0.0874841378966699
250,s14,250s14,0.0840003053663487
250,s15,250s15,0.0865303373280196
250,s16,250s16,0.08299131230244
250,s17,250s17,0.0699664844177736
250,s18,250s18,0.0582174709925734
250,s19,250s19,0.0762716393977404
250,s20,250s20,0.0545422613421194
250,s21,250s21,
250,s22,250s22,0.0805257057648602
250,s23,250s23,0.0302885691094667
250,s24,250s24,0.0700642917160408
250,s25,250s25,0.1168871981172926
250,s26,250s26,0.0836971697715618
250,s27,250s27,0.0611026084498244
250,s28,250s28,0.0507864493672564
253,s01,253s01,0.1069020947730629
253,s02,253s02,0.087598742121801
253,s03,253s03,0.0914627204505547
253,s04,253s04,0.0855469826267446
253,s05,253s05,0.0719500722562553
253,s06,253s06,0.088083158497718
253,s07,253s07,0.0605173018443132
253,s08,253s08,0.048536909836254
253,s09,253s09,0.0787442998626074
253,s10,253s10,0.0539030127266104
253,s11,253s11,0.0820447878118734
253,s12,253s12,0.0839633827638452
253,s13,253s13,0.0972463395145135
253,s14,253s14,0.0937625069841923
253,s15,253s15,0.0962925389458632
253,s16,253s16,0.0927535139202835
253,s17,253s17,0.0797286860356173
253,s18,253s18,0.067979672610417
253,s19,253s19,0.086033841015584
253,s20,253s20,0.064304462959963
253,s21,253s21,0.0611013000572409
253,s22,253s22,0.0902879073827038
253,s23,253s23,0.0400507707273103
253,s24,253s24,0.0798264933338844
253,s25,253s25,0.1266493997351361
253,s26,253s26,0.0934593713894055
253,s27,253s27,0.070864810067668
253,s28,253s28,0.0605486509851
259,s01,259s01,0.1046587822981904
259,s02,259s02,0.0853554296469285
259,s03,259s03,0.0892194079756823
259,s04,259s04,0.0833036701518721
259,s05,259s05,0.0697067597813828
259,s06,259s06,0.0858398460228455
259,s07,259s07,0.0582739893694408
259,s08,259s08,0.0462935973613816
259,s09,259s09,0.076500987387735
259,s10,259s10,0.0516597002517379
259,s11,259s11,0.079801475337001
259,s12,259s12,0.0817200702889728
259,s13,259s13,0.0950030270396411
259,s14,259s14,0.0915191945093198
259,s15,259s15,0.0940492264709908
259,s16,259s16,0.0905102014454111
259,s17,259s17,0.0774853735607448
259,s18,259s18,0.0657363601355446
259,s19,259s19,0.0837905285407116
259,s20,259s20,0.0620611504850905
259,s21,259s21,0.0588579875823684
259,s22,259s22,0.0880445949078314
259,s23,259s23,0.0378074582524378
259,s24,259s24,0.077583180859012
259,s25,259s25,0.1244060872602637
259,s26,259s26,0.091216058914533
259,s27,259s27,0.0686214975927956
