consumer_muni,consumer_industry,consumer_cell,flow,value
167,s15,r167_s15,Consumer adjustment for pension entitlements received,98843442.65800476
167,s16,r167_s16,Consumer adjustment for pension entitlements received,102020870.42674635
167,s17,r167_s17,Consumer adjustment for pension entitlements received,113380628.93642044
167,s18,r167_s18,Consumer adjustment for pension entitlements received,39372648.85606384
167,s19,r167_s19,Consumer adjustment for pension entitlements received,2358376.2288513184
167,s20,r167_s20,Consumer adjustment for pension entitlements received,8865444.4970932
167,s21,r167_s21,Consumer adjustment for pension entitlements received,7638645.508361816
167,s22,r167_s22,Consumer adjustment for pension entitlements received,-33128944.935100555
167,s23,r167_s23,Consumer adjustment for pension entitlements received,-364129311.8700714
167,s24,r167_s24,Consumer adjustment for pension entitlements received,218450809.9390838
167,s25,r167_s25,Consumer adjustment for pension entitlements received,-16186.53394317627
167,s26,r167_s26,Consumer adjustment for pension entitlements received,107557691.18415904
167,s27,r167_s27,Consumer adjustment for pension entitlements received,93991166.93217468
167,s28,r167_s28,Consumer adjustment for pension entitlements received,4421617.23469162
167,s01,r167_s01,Consumer dividends received,1659872.984761715
167,s02,r167_s02,Consumer dividends received,788175.236411411
167,s03,r167_s03,Consumer dividends received,688107.7250623594
167,s04,r167_s04,Consumer dividends received,10546304.85231147
167,s05,r167_s05,Consumer dividends received,1452657.251462303
167,s06,r167_s06,Consumer dividends received,327034.1911559568
167,s07,r167_s07,Consumer dividends received,332563.9052453569
167,s08,r167_s08,Consumer dividends received,2073186.730188014
167,s09,r167_s09,Consumer dividends received,17593211.92183131
167,s10,r167_s10,Consumer dividends received,1749824.910452321
167,s11,r167_s11,Consumer dividends received,2240217.967750954
167,s12,r167_s12,Consumer dividends received,12083043.86275126
167,s13,r167_s13,Consumer dividends received,11654738.9984042
167,s14,r167_s14,Consumer dividends received,6224778.985011388
167,s15,r167_s15,Consumer dividends received,6008491.793501741
167,s16,r167_s16,Consumer dividends received,8679616.25581778
167,s17,r167_s17,Consumer dividends received,13233182.25708492
167,s18,r167_s18,Consumer dividends received,1314592.848713695
167,s19,r167_s19,Consumer dividends received,139826.0716622327
167,s20,r167_s20,Consumer dividends received,711612.9209703065
167,s21,r167_s21,Consumer dividends received,62076.13049934876
167,s22,r167_s22,Consumer dividends received,12068261.50643762
167,s23,r167_s23,Consumer dividends received,38187893.43653777
167,s24,r167_s24,Consumer dividends received,6489287.182078186
167,s25,r167_s25,Consumer dividends received,258279.3519458606
167,s26,r167_s26,Consumer dividends received,1558348.294830013
167,s27,r167_s27,Consumer dividends received,2679780.1498333733
167,s28,r167_s28,Consumer dividends received,576221.8469261
167,s01,r167_s01,Consumer gross saving,-8293373.643643856
167,s02,r167_s02,Consumer gross saving,7528009.61773628
167,s03,r167_s03,Consumer gross saving,6439606.719939768
167,s04,r167_s04,Consumer gross saving,195586679.55000356
167,s05,r167_s05,Consumer gross saving,31916997.457264483
167,s06,r167_s06,Consumer gross saving,-293119.4383506924
167,s07,r167_s07,Consumer gross saving,9560427.050536009
167,s08,r167_s08,Consumer gross saving,82575765.85654318
167,s09,r167_s09,Consumer gross saving,46428372.98182672
167,s10,r167_s10,Consumer gross saving,-1133873.915531531
167,s11,r167_s11,Consumer gross saving,6597157.562460899
167,s12,r167_s12,Consumer gross saving,84878092.43112826
167,s13,r167_s13,Consumer gross saving,209111117.57678044
167,s14,r167_s14,Consumer gross saving,57845544.23933518
167,s15,r167_s15,Consumer gross saving,141393804.59739172
167,s16,r167_s16,Consumer gross saving,167104476.5558089
167,s17,r167_s17,Consumer gross saving,173227511.7593764
167,s18,r167_s18,Consumer gross saving,56997588.6910761
167,s19,r167_s19,Consumer gross saving,-2835947.633550748
167,s20,r167_s20,Consumer gross saving,2612659.2077130377
167,s21,r167_s21,Consumer gross saving,5528110.471040368
167,s22,r167_s22,Consumer gross saving,-347156362.1512735
167,s23,r167_s23,Consumer gross saving,-365687547.3111248
167,s24,r167_s24,Consumer gross saving,234931640.7145157
167,s25,r167_s25,Consumer gross saving,-25757449.876485907
167,s26,r167_s26,Consumer gross saving,170344686.49720287
167,s27,r167_s27,Consumer gross saving,178086722.8207755
167,s28,r167_s28,Consumer gross saving,-54642648.71615624
167,s01,r167_s01,Consumer interest paid,4881295.460479655
167,s02,r167_s02,Consumer interest paid,3598502.7944281087
167,s03,r167_s03,Consumer interest paid,4464213.685113877
167,s04,r167_s04,Consumer interest paid,24451602.54826112
167,s05,r167_s05,Consumer interest paid,5184761.569859639
167,s06,r167_s06,Consumer interest paid,1654070.5632947872
167,s07,r167_s07,Consumer interest paid,2132934.177866809
167,s08,r167_s08,Consumer interest paid,5605981.774509216
167,s09,r167_s09,Consumer interest paid,4501738.951097098
167,s10,r167_s10,Consumer interest paid,1280272.7834749334
167,s11,r167_s11,Consumer interest paid,4475064.7869817335
167,s12,r167_s12,Consumer interest paid,17608191.83931863
167,s13,r167_s13,Consumer interest paid,16482900.309902336
167,s14,r167_s14,Consumer interest paid,7544609.098690928
167,s15,r167_s15,Consumer interest paid,12457762.281321086
167,s16,r167_s16,Consumer interest paid,15220854.150993405
167,s17,r167_s17,Consumer interest paid,14099547.321072534
167,s18,r167_s18,Consumer interest paid,6927475.768651183
167,s19,r167_s19,Consumer interest paid,313389.571802442
167,s20,r167_s20,Consumer interest paid,1421838.629271935
167,s21,r167_s21,Consumer interest paid,889551.8674086828
167,s22,r167_s22,Consumer interest paid,11929281.939160634
167,s23,r167_s23,Consumer interest paid,20728856.274113096
167,s24,r167_s24,Consumer interest paid,36149640.983331
167,s25,r167_s25,Consumer interest paid,728474.6134911813
167,s26,r167_s26,Consumer interest paid,17394937.05856241
167,s27,r167_s27,Consumer interest paid,16421307.27191907
167,s28,r167_s28,Consumer interest paid,3690823.085319666
167,s01,r167_s01,Consumer interest received,191746.8422396342
167,s02,r167_s02,Consumer interest received,261686.61748710668
167,s03,r167_s03,Consumer interest received,221066.8532396185
167,s04,r167_s04,Consumer interest received,1305486.2890396167
167,s05,r167_s05,Consumer interest received,261006.1001346661
167,s06,r167_s06,Consumer interest received,48251.84548503591
167,s07,r167_s07,Consumer interest received,134397.4293115621
167,s08,r167_s08,Consumer interest received,501522.29756688944
167,s09,r167_s09,Consumer interest received,361568.3649427246
167,s10,r167_s10,Consumer interest received,106023.81221101884
167,s11,r167_s11,Consumer interest received,304985.720985019
167,s12,r167_s12,Consumer interest received,928845.2560395768
167,s13,r167_s13,Consumer interest received,1567506.0435097213
167,s14,r167_s14,Consumer interest received,648769.6353508767
167,s15,r167_s15,Consumer interest received,1259211.1090736473
167,s16,r167_s16,Consumer interest received,1075848.0823562334
167,s17,r167_s17,Consumer interest received,2776351.7468095296
167,s18,r167_s18,Consumer interest received,670054.002497331
167,s19,r167_s19,Consumer interest received,28402.89517268324
167,s20,r167_s20,Consumer interest received,36185.3232671653
167,s21,r167_s21,Consumer interest received,53450.681537984274
167,s22,r167_s22,Consumer interest received,3319180.656370331
167,s23,r167_s23,Consumer interest received,17146293.847016945
167,s24,r167_s24,Consumer interest received,2334811.5147655625
167,s25,r167_s25,Consumer interest received,67930.66645927836
167,s26,r167_s26,Consumer interest received,1316039.05579793
167,s27,r167_s27,Consumer interest received,1360913.636096668
167,s28,r167_s28,Consumer interest received,188769.9744723296
167,s01,r167_s01,Consumer natural resource rents paid,918451.204448897
167,s02,r167_s02,Consumer natural resource rents paid,404330.5384795561
167,s03,r167_s03,Consumer natural resource rents paid,629211.006510323
167,s04,r167_s04,Consumer natural resource rents paid,2529715.9720228096
167,s05,r167_s05,Consumer natural resource rents paid,513363.49267628766
167,s06,r167_s06,Consumer natural resource rents paid,199136.57606764915
167,s07,r167_s07,Consumer natural resource rents paid,167335.2977602679
167,s08,r167_s08,Consumer natural resource rents paid,403573.3651865232
167,s09,r167_s09,Consumer natural resource rents paid,313469.7433156132
167,s10,r167_s10,Consumer natural resource rents paid,101461.22126640672
167,s11,r167_s11,Consumer natural resource rents paid,548193.464155801
167,s12,r167_s12,Consumer natural resource rents paid,1544633.517787119
167,s13,r167_s13,Consumer natural resource rents paid,1187247.7234755822
167,s14,r167_s14,Consumer natural resource rents paid,882864.05967635
167,s15,r167_s15,Consumer natural resource rents paid,1037327.4114550648
167,s16,r167_s16,Consumer natural resource rents paid,1243278.547160018
167,s17,r167_s17,Consumer natural resource rents paid,1013097.8660780116
167,s18,r167_s18,Consumer natural resource rents paid,538350.2113463731
167,s19,r167_s19,Consumer natural resource rents paid,28772.585135249577
167,s20,r167_s20,Consumer natural resource rents paid,146891.61884837993
167,s21,r167_s21,Consumer natural resource rents paid,59816.69014959793
167,s22,r167_s22,Consumer natural resource rents paid,2548645.304348626
167,s23,r167_s23,Consumer natural resource rents paid,6248194.014106318
167,s24,r167_s24,Consumer natural resource rents paid,3529184.718825952
167,s25,r167_s25,Consumer natural resource rents paid,396758.8055492275
167,s26,r167_s26,Consumer natural resource rents paid,1355340.1945288896
167,s27,r167_s27,Consumer natural resource rents paid,1303852.4106026513
167,s28,r167_s28,Consumer natural resource rents paid,1213748.7887317345
167,s01,r167_s01,Consumer natural resource rents received,918451.204448897
167,s02,r167_s02,Consumer natural resource rents received,404330.5384795561
167,s03,r167_s03,Consumer natural resource rents received,629211.006510323
167,s04,r167_s04,Consumer natural resource rents received,2529715.9720228096
167,s05,r167_s05,Consumer natural resource rents received,513363.49267628766
167,s06,r167_s06,Consumer natural resource rents received,199136.57606764915
167,s07,r167_s07,Consumer natural resource rents received,167335.2977602679
167,s08,r167_s08,Consumer natural resource rents received,403573.3651865232
167,s09,r167_s09,Consumer natural resource rents received,313469.7433156132
167,s10,r167_s10,Consumer natural resource rents received,101461.22126640672
167,s11,r167_s11,Consumer natural resource rents received,548193.464155801
167,s12,r167_s12,Consumer natural resource rents received,1544633.517787119
167,s13,r167_s13,Consumer natural resource rents received,1187247.7234755822
167,s14,r167_s14,Consumer natural resource rents received,882864.05967635
167,s15,r167_s15,Consumer natural resource rents received,1037327.4114550648
167,s16,r167_s16,Consumer natural resource rents received,1243278.547160018
167,s17,r167_s17,Consumer natural resource rents received,1013097.8660780116
167,s18,r167_s18,Consumer natural resource rents received,538350.2113463731
167,s19,r167_s19,Consumer natural resource rents received,28772.585135249577
167,s20,r167_s20,Consumer natural resource rents received,146891.61884837993
167,s21,r167_s21,Consumer natural resource rents received,59816.69014959793
167,s22,r167_s22,Consumer natural resource rents received,2548645.304348626
167,s23,r167_s23,Consumer natural resource rents received,6248194.014106318
167,s24,r167_s24,Consumer natural resource rents received,3529184.718825952
167,s25,r167_s25,Consumer natural resource rents received,396758.8055492275
167,s26,r167_s26,Consumer natural resource rents received,1355340.1945288896
167,s27,r167_s27,Consumer natural resource rents received,1303852.4106026513
167,s28,r167_s28,Consumer natural resource rents received,1213748.7887317345
167,s01,r167_s01,Consumer non-product taxes paid,93735192.38789496
167,s02,r167_s02,Consumer non-product taxes paid,61309222.20861987
167,s03,r167_s03,Consumer non-product taxes paid,77594416.46012855
167,s04,r167_s04,Consumer non-product taxes paid,425346408.6614911
167,s05,r167_s05,Consumer non-product taxes paid,100275298.01843598
167,s06,r167_s06,Consumer non-product taxes paid,31291911.620149508
167,s07,r167_s07,Consumer non-product taxes paid,42996162.45167346
167,s08,r167_s08,Consumer non-product taxes paid,125992164.23000468
167,s09,r167_s09,Consumer non-product taxes paid,92679810.64462972
167,s10,r167_s10,Consumer non-product taxes paid,26884198.721067023
167,s11,r167_s11,Consumer non-product taxes paid,78053597.76878059
167,s12,r167_s12,Consumer non-product taxes paid,309330284.60913056
167,s13,r167_s13,Consumer non-product taxes paid,356013128.4175792
167,s14,r167_s14,Consumer non-product taxes paid,144349273.08624953
167,s15,r167_s15,Consumer non-product taxes paid,267523964.1160573
167,s16,r167_s16,Consumer non-product taxes paid,317980977.42084384
167,s17,r167_s17,Consumer non-product taxes paid,302603023.76872385
167,s18,r167_s18,Consumer non-product taxes paid,116352715.01688965
167,s19,r167_s19,Consumer non-product taxes paid,8349214.270126125
167,s20,r167_s20,Consumer non-product taxes paid,32931657.103099503
167,s21,r167_s21,Consumer non-product taxes paid,22604307.689150333
167,s22,r167_s22,Consumer non-product taxes paid,182151637.2140756
167,s23,r167_s23,Consumer non-product taxes paid,570647434.9010442
167,s24,r167_s24,Consumer non-product taxes paid,620153387.7732059
167,s25,r167_s25,Consumer non-product taxes paid,6221357.152960041
167,s26,r167_s26,Consumer non-product taxes paid,267741310.19502345
167,s27,r167_s27,Consumer non-product taxes paid,287148212.086809
167,s28,r167_s28,Consumer non-product taxes paid,62806219.8781562
167,s01,r167_s01,Consumer other transfers paid,11959878.394713068
167,s02,r167_s02,Consumer other transfers paid,5265107.224053513
167,s03,r167_s03,Consumer other transfers paid,8193453.376757324
167,s04,r167_s04,Consumer other transfers paid,32941429.28007909
167,s05,r167_s05,Consumer other transfers paid,6684911.419303846
167,s06,r167_s06,Consumer other transfers paid,2593114.60660316
167,s07,r167_s07,Consumer other transfers paid,2179005.0496551264
167,s08,r167_s08,Consumer other transfers paid,5255247.472697608
167,s09,r167_s09,Consumer other transfers paid,4081937.061344898
167,s10,r167_s10,Consumer other transfers paid,1321206.6816913437
167,s11,r167_s11,Consumer other transfers paid,7138459.98167548
167,s12,r167_s12,Consumer other transfers paid,20113892.76604657
167,s13,r167_s13,Consumer other transfers paid,15460090.126059372
167,s14,r167_s14,Consumer other transfers paid,11496470.080985527
167,s15,r167_s15,Consumer other transfers paid,13507859.357590163
167,s16,r167_s16,Consumer other transfers paid,16189711.726396348
167,s17,r167_s17,Consumer other transfers paid,13192347.314201202
167,s18,r167_s18,Consumer other transfers paid,7010283.214048713
167,s19,r167_s19,Consumer other transfers paid,374670.5515244109
167,s20,r167_s20,Consumer other transfers paid,1912791.7630456768
167,s21,r167_s21,Consumer other transfers paid,778920.3571165384
167,s22,r167_s22,Consumer other transfers paid,33187923.06397672
167,s23,r167_s23,Consumer other transfers paid,81362668.18893626
167,s24,r167_s24,Consumer other transfers paid,45956301.06987849
167,s25,r167_s25,Consumer other transfers paid,5166509.710494462
167,s26,r167_s26,Consumer other transfers paid,17648954.9270703
167,s27,r167_s27,Consumer other transfers paid,16978491.834868755
167,s28,r167_s28,Consumer other transfers paid,15805181.42351605
167,s01,r167_s01,Consumer other transfers received,10463993.022214692
167,s02,r167_s02,Consumer other transfers received,4606572.360975002
167,s03,r167_s03,Consumer other transfers received,7168654.7415171545
167,s04,r167_s04,Consumer other transfers received,28821270.146098588
167,s05,r167_s05,Consumer other transfers received,5848794.121237864
167,s06,r167_s06,Consumer other transfers received,2268780.0204802067
167,s07,r167_s07,Consumer other transfers received,1906465.34040352
167,s08,r167_s08,Consumer other transfers received,4597945.8209731765
167,s09,r167_s09,Consumer other transfers received,3571387.560755917
167,s10,r167_s10,Consumer other transfers received,1155956.3602446665
167,s11,r167_s11,Consumer other transfers received,6245614.961321834
167,s12,r167_s12,Consumer other transfers received,17598141.603724916
167,s13,r167_s13,Consumer other transfers received,13526414.72286305
167,s14,r167_s14,Consumer other transfers received,10058545.642128851
167,s15,r167_s15,Consumer other transfers received,11818359.80250143
167,s16,r167_s16,Consumer other transfers received,14164778.6829982
167,s17,r167_s17,Consumer other transfers received,11542310.522442987
167,s18,r167_s18,Consumer other transfers received,6133469.941298103
167,s19,r167_s19,Consumer other transfers received,327808.52006938186
167,s20,r167_s20,Consumer other transfers received,1673548.7603542202
167,s21,r167_s21,Consumer other transfers received,681496.6601442422
167,s22,r167_s22,Consumer other transfers received,29036933.6461442
167,s23,r167_s23,Consumer other transfers received,71186208.09505871
167,s24,r167_s24,Consumer other transfers received,40208302.94850693
167,s25,r167_s25,Consumer other transfers received,4520306.960956748
167,s26,r167_s26,Consumer other transfers received,15441506.603268502
167,s27,r167_s27,Consumer other transfers received,14854901.88314431
167,s28,r167_s28,Consumer other transfers received,13828343.622926973
167,s01,r167_s01,Consumer pension investment income,5007410.202813171
167,s02,r167_s02,Consumer pension investment income,8369731.35829157
167,s03,r167_s03,Consumer pension investment income,9040973.616261508
167,s04,r167_s04,Consumer pension investment income,53294433.21452612
167,s05,r167_s05,Consumer pension investment income,13771453.036123902
167,s06,r167_s06,Consumer pension investment income,3728974.757403432
167,s07,r167_s07,Consumer pension investment income,8033584.956487791
167,s08,r167_s08,Consumer pension investment income,20261892.497364026
167,s09,r167_s09,Consumer pension investment income,9331915.3979432
167,s10,r167_s10,Consumer pension investment income,4652112.8830154585
167,s11,r167_s11,Consumer pension investment income,8113257.862764602
167,s12,r167_s12,Consumer pension investment income,39185624.98789049
167,s13,r167_s13,Consumer pension investment income,50042540.9762498
167,s14,r167_s14,Consumer pension investment income,18765372.603933185
167,s15,r167_s15,Consumer pension investment income,45901516.8928698
167,s16,r167_s16,Consumer pension investment income,48837611.31544851
167,s17,r167_s17,Consumer pension investment income,58107363.48549084
167,s18,r167_s18,Consumer pension investment income,22154775.26505833
167,s19,r167_s19,Consumer pension investment income,1058241.2400636624
167,s20,r167_s20,Consumer pension investment income,3880967.752349257
167,s21,r167_s21,Consumer pension investment income,3653186.7460521935
167,s22,r167_s22,Consumer pension investment income,14988667.64897313
167,s23,r167_s23,Consumer pension investment income,14413481.589559767
167,s24,r167_s24,Consumer pension investment income,98828031.91341367
167,s25,r167_s25,Consumer pension investment income,60961.75273798766
167,s26,r167_s26,Consumer pension investment income,49686019.83991231
167,s27,r167_s27,Consumer pension investment income,43808650.04951076
167,s28,r167_s28,Consumer pension investment income,1661448.996382256
167,s01,r167_s01,Consumer product taxes paid (predicted),15753642.68460815
167,s02,r167_s02,Consumer product taxes paid (predicted),10547602.99997802
167,s03,r167_s03,Consumer product taxes paid (predicted),16768684.48562852
167,s04,r167_s04,Consumer product taxes paid (predicted),110065247.3937918
167,s05,r167_s05,Consumer product taxes paid (predicted),21915273.11828159
167,s06,r167_s06,Consumer product taxes paid (predicted),2446172.886776485
167,s07,r167_s07,Consumer product taxes paid (predicted),0.0
167,s08,r167_s08,Consumer product taxes paid (predicted),7706898.824316366
167,s09,r167_s09,Consumer product taxes paid (predicted),4676414.751412988
167,s10,r167_s10,Consumer product taxes paid (predicted),295519.9349519517
167,s11,r167_s11,Consumer product taxes paid (predicted),18666759.20246527
167,s12,r167_s12,Consumer product taxes paid (predicted),79083167.57363874
167,s13,r167_s13,Consumer product taxes paid (predicted),74774257.54812855
167,s14,r167_s14,Consumer product taxes paid (predicted),31911797.68189767
167,s15,r167_s15,Consumer product taxes paid (predicted),128240484.7828225
167,s16,r167_s16,Consumer product taxes paid (predicted),75758595.2164959
167,s17,r167_s17,Consumer product taxes paid (predicted),48024703.90144487
167,s18,r167_s18,Consumer product taxes paid (predicted),20010052.91930202
167,s19,r167_s19,Consumer product taxes paid (predicted),13806962.67432183
167,s20,r167_s20,Consumer product taxes paid (predicted),2027740.708842818
167,s21,r167_s21,Consumer product taxes paid (predicted),0.0
167,s22,r167_s22,Consumer product taxes paid (predicted),149280744.9039959
167,s23,r167_s23,Consumer product taxes paid (predicted),327218738.6131795
167,s24,r167_s24,Consumer product taxes paid (predicted),189288536.9244041
167,s25,r167_s25,Consumer product taxes paid (predicted),2108149.339104312
167,s26,r167_s26,Consumer product taxes paid (predicted),90300626.4422612
167,s27,r167_s27,Consumer product taxes paid (predicted),59951604.79430202
167,s28,r167_s28,Consumer product taxes paid (predicted),30983251.24583262
167,s01,r167_s01,Consumer social benefits received,42768112.20890095
167,s02,r167_s02,Consumer social benefits received,19755114.822044585
167,s03,r167_s03,Consumer social benefits received,34461248.7914377
167,s04,r167_s04,Consumer social benefits received,113004305.4583292
167,s05,r167_s05,Consumer social benefits received,15723922.426843012
167,s06,r167_s06,Consumer social benefits received,7503351.828099812
167,s07,r167_s07,Consumer social benefits received,2822771.714478268
167,s08,r167_s08,Consumer social benefits received,13493367.578235352
167,s09,r167_s09,Consumer social benefits received,8543598.83381531
167,s10,r167_s10,Consumer social benefits received,6419667.040323118
167,s11,r167_s11,Consumer social benefits received,26426988.90516065
167,s12,r167_s12,Consumer social benefits received,46170707.220765375
167,s13,r167_s13,Consumer social benefits received,39568932.63406909
167,s14,r167_s14,Consumer social benefits received,50639066.70132469
167,s15,r167_s15,Consumer social benefits received,26327240.113196995
167,s16,r167_s16,Consumer social benefits received,39978559.141890615
167,s17,r167_s17,Consumer social benefits received,39690297.43118143
167,s18,r167_s18,Consumer social benefits received,31447609.39742178
167,s19,r167_s19,Consumer social benefits received,796069.5095625131
167,s20,r167_s20,Consumer social benefits received,4968629.50690444
167,s21,r167_s21,Consumer social benefits received,1192311.8881347806
167,s22,r167_s22,Consumer social benefits received,549738197.7493776
167,s23,r167_s23,Consumer social benefits received,1833026153.253232
167,s24,r167_s24,Consumer social benefits received,175819562.3843455
167,s25,r167_s25,Consumer social benefits received,45137972.59638189
167,s26,r167_s26,Consumer social benefits received,68512612.65132299
167,s27,r167_s27,Consumer social benefits received,58962098.34525393
167,s28,r167_s28,Consumer social benefits received,266430776.6637095
167,s01,r167_s01,Consumer social contributions paid,19280166.32150404
167,s02,r167_s02,Consumer social contributions paid,21935261.243049555
167,s03,r167_s03,Consumer social contributions paid,29369325.063698355
167,s04,r167_s04,Consumer social contributions paid,147707312.2166596
167,s05,r167_s05,Consumer social contributions paid,36316244.27563688
167,s06,r167_s06,Consumer social contributions paid,11260671.26203794
167,s07,r167_s07,Consumer social contributions paid,18518361.51195531
167,s08,r167_s08,Consumer social contributions paid,50357240.34645926
167,s09,r167_s09,Consumer social contributions paid,25197824.3305126
167,s10,r167_s10,Consumer social contributions paid,10197212.132437635
167,s11,r167_s11,Consumer social contributions paid,24390576.11218574
167,s12,r167_s12,Consumer social contributions paid,103104755.36553717
167,s13,r167_s13,Consumer social contributions paid,117379615.28589109
167,s14,r167_s14,Consumer social contributions paid,49194152.32402266
167,s15,r167_s15,Consumer social contributions paid,111556617.81275912
167,s16,r167_s16,Consumer social contributions paid,117319658.81642032
167,s17,r167_s17,Consumer social contributions paid,130436859.31110576
167,s18,r167_s18,Consumer social contributions paid,49335922.31197231
167,s19,r167_s19,Consumer social contributions paid,2604224.1565377256
167,s20,r167_s20,Consumer social contributions paid,10535978.40425288
167,s21,r167_s21,Consumer social contributions paid,8277690.83244637
167,s22,r167_s22,Consumer social contributions paid,28285047.21587047
167,s23,r167_s23,Consumer social contributions paid,13972188.358677613
167,s24,r167_s24,Consumer social contributions paid,262412444.20374507
167,s25,r167_s25,Consumer social contributions paid,291419.87687566626
167,s26,r167_s26,Consumer social contributions paid,125465497.76675826
167,s27,r167_s27,Consumer social contributions paid,111467789.04868488
167,s28,r167_s28,Consumer social contributions paid,10043817.057578549
167,s01,r167_s01,Surplus of owner-occupied housing to consumers,9204880.0
167,s02,r167_s02,Surplus of owner-occupied housing to consumers,7852137.0
167,s03,r167_s03,Surplus of owner-occupied housing to consumers,6712767.0
167,s04,r167_s04,Surplus of owner-occupied housing to consumers,51070244.0
167,s05,r167_s05,Surplus of owner-occupied housing to consumers,11789324.0
167,s06,r167_s06,Surplus of owner-occupied housing to consumers,3479638.5
167,s07,r167_s07,Surplus of owner-occupied housing to consumers,4511294.5
167,s08,r167_s08,Surplus of owner-occupied housing to consumers,15484601.0
167,s09,r167_s09,Surplus of owner-occupied housing to consumers,10238432.0
167,s10,r167_s10,Surplus of owner-occupied housing to consumers,3331331.3
167,s11,r167_s11,Surplus of owner-occupied housing to consumers,9708496.0
167,s12,r167_s12,Surplus of owner-occupied housing to consumers,40961748.0
167,s13,r167_s13,Surplus of owner-occupied housing to consumers,46199404.0
167,s14,r167_s14,Surplus of owner-occupied housing to consumers,15564264.0
167,s15,r167_s15,Surplus of owner-occupied housing to consumers,31764070.0
167,s16,r167_s16,Surplus of owner-occupied housing to consumers,39749340.0
167,s17,r167_s17,Surplus of owner-occupied housing to consumers,37696968.0
167,s18,r167_s18,Surplus of owner-occupied housing to consumers,19125240.0
167,s19,r167_s19,Surplus of owner-occupied housing to consumers,748901.5
167,s20,r167_s20,Surplus of owner-occupied housing to consumers,3094317.0
167,s21,r167_s21,Surplus of owner-occupied housing to consumers,2042982.5
167,s22,r167_s22,Surplus of owner-occupied housing to consumers,36602148.0
167,s23,r167_s23,Surplus of owner-occupied housing to consumers,153428224.0
167,s24,r167_s24,Surplus of owner-occupied housing to consumers,77978592.0
167,s25,r167_s25,Surplus of owner-occupied housing to consumers,660735.56
167,s26,r167_s26,Surplus of owner-occupied housing to consumers,42939392.0
167,s27,r167_s27,Surplus of owner-occupied housing to consumers,40603340.0
167,s28,r167_s28,Surplus of owner-occupied housing to consumers,5131371.5
169,s01,r169_s01,Consumer adjustment for pension entitlements received,12077038.007759094
169,s02,r169_s02,Consumer adjustment for pension entitlements received,8677122.86001587
169,s03,r169_s03,Consumer adjustment for pension entitlements received,29090271.1014452
169,s04,r169_s04,Consumer adjustment for pension entitlements received,135485573.54397535
169,s05,r169_s05,Consumer adjustment for pension entitlements received,32425903.30953598
169,s06,r169_s06,Consumer adjustment for pension entitlements received,6266195.956085205
169,s07,r169_s07,Consumer adjustment for pension entitlements received,10632898.496643066
169,s08,r169_s08,Consumer adjustment for pension entitlements received,40270997.66390991
169,s09,r169_s09,Consumer adjustment for pension entitlements received,17346128.29271698
169,s10,r169_s10,Consumer adjustment for pension entitlements received,8686001.62059784
169,s11,r169_s11,Consumer adjustment for pension entitlements received,18485491.9869566
169,s12,r169_s12,Consumer adjustment for pension entitlements received,85397137.02692032
169,s13,r169_s13,Consumer adjustment for pension entitlements received,81805853.61374664
169,s14,r169_s14,Consumer adjustment for pension entitlements received,47402750.73032189
169,s15,r169_s15,Consumer adjustment for pension entitlements received,105933113.20245744
169,s16,r169_s16,Consumer adjustment for pension entitlements received,106002630.67533492
169,s17,r169_s17,Consumer adjustment for pension entitlements received,95477521.08552742
169,s18,r169_s18,Consumer adjustment for pension entitlements received,22334086.82736206
169,s19,r169_s19,Consumer adjustment for pension entitlements received,3009641.75507164
169,s20,r169_s20,Consumer adjustment for pension entitlements received,8539990.695861816
169,s21,r169_s21,Consumer adjustment for pension entitlements received,3736838.0878601074
169,s22,r169_s22,Consumer adjustment for pension entitlements received,-29702930.237140656
169,s23,r169_s23,Consumer adjustment for pension entitlements received,-379511492.9258804
169,s24,r169_s24,Consumer adjustment for pension entitlements received,158045147.81072426
169,s25,r169_s25,Consumer adjustment for pension entitlements received,31385.5726852417
169,s26,r169_s26,Consumer adjustment for pension entitlements received,77609525.83021545
169,s27,r169_s27,Consumer adjustment for pension entitlements received,73562556.62394714
169,s28,r169_s28,Consumer adjustment for pension entitlements received,3676676.092842102
169,s01,r169_s01,Consumer dividends received,1772964.88485697
169,s02,r169_s02,Consumer dividends received,233473.3663098336
169,s03,r169_s03,Consumer dividends received,760718.927788037
169,s04,r169_s04,Consumer dividends received,24707006.23763809
169,s05,r169_s05,Consumer dividends received,3403871.042658248
169,s06,r169_s06,Consumer dividends received,273545.6305776221
169,s07,r169_s07,Consumer dividends received,34480.91257026859
169,s08,r169_s08,Consumer dividends received,1691019.141652748
169,s09,r169_s09,Consumer dividends received,1413314.497557302
169,s10,r169_s10,Consumer dividends received,760992.138988724
169,s11,r169_s11,Consumer dividends received,1293173.142165615
169,s12,r169_s12,Consumer dividends received,16420895.84964648
169,s13,r169_s13,Consumer dividends received,8028482.50988726
169,s14,r169_s14,Consumer dividends received,4018921.401215608
169,s15,r169_s15,Consumer dividends received,6999720.933896229
169,s16,r169_s16,Consumer dividends received,7762913.61306964
169,s17,r169_s17,Consumer dividends received,11876376.473672
169,s18,r169_s18,Consumer dividends received,1075354.26660539
169,s19,r169_s19,Consumer dividends received,899256.169064112
169,s20,r169_s20,Consumer dividends received,633297.2262898623
169,s21,r169_s21,Consumer dividends received,262081.4317905923
169,s22,r169_s22,Consumer dividends received,5073500.84839673
