prod_sector,value,var_name,prod_muni_name
03,18784256.81112451,Producer sales to capital accumulation cell,Tårnby
04,38530309.001500994,Producer sales to capital accumulation cell,Tårnby
05,238576955.83280364,Producer sales to capital accumulation cell,Tårnby
06,3816815.941354743,Producer sales to capital accumulation cell,Tårnby
07,158773479.182693,Producer sales to capital accumulation cell,Tårnby
08,539779.5118064925,Producer sales to capital accumulation cell,Tårnby
09,20655279.01325652,Producer sales to capital accumulation cell,Tårnby
10,23426.823867204024,Producer sales to capital accumulation cell,Tårnby
11,7402124.235431739,Producer sales to capital accumulation cell,Tårnby
12,1247546043.6285713,Producer sales to capital accumulation cell,Tårnby
13,32986359.781146877,Producer sales to capital accumulation cell,Tårnby
14,1589348.7708820906,Producer sales to capital accumulation cell,Tårnby
15,95429251.2200111,Producer sales to capital accumulation cell,Tårnby
16,85355390.60675292,Producer sales to capital accumulation cell,Tårnby
17,39096326.9078734,Producer sales to capital accumulation cell,Tårnby
18,5095343.7320973575,Producer sales to capital accumulation cell,Tårnby
19,206301.06043477223,Producer sales to capital accumulation cell,Tårnby
20,70493988.34640647,Producer sales to capital accumulation cell,Tårnby
21,11101492.109388089,Producer sales to capital accumulation cell,Tårnby
24,1115587.265908583,Producer sales to capital accumulation cell,Tårnby
26,973629.7262870036,Producer sales to capital accumulation cell,Tårnby
27,10497106.33554867,Producer sales to capital accumulation cell,Tårnby
77,50445.59153529418,Producer sales to capital accumulation cell,Tårnby
88,0.0,Producer sales to capital accumulation cell,Tårnby
99,383148.3699828346,Producer sales to capital accumulation cell,Tårnby
01,80164.734375,Producer sales to government,Tårnby
02,98896208.0,Producer sales to government,Tårnby
03,7218196.500000001,Producer sales to government,Tårnby
04,274134559.99999994,Producer sales to government,Tårnby
05,4544945.0,Producer sales to government,Tårnby
06,978396.6875,Producer sales to government,Tårnby
07,707553408.0,Producer sales to government,Tårnby
08,1261002.1250000002,Producer sales to government,Tårnby
09,9716.306640625,Producer sales to government,Tårnby
10,0.0,Producer sales to government,Tårnby
11,2844402.25,Producer sales to government,Tårnby
12,47830308.0,Producer sales to government,Tårnby
13,2962300.75,Producer sales to government,Tårnby
14,192409120.0,Producer sales to government,Tårnby
15,1824709.375,Producer sales to government,Tårnby
16,4761065.499999999,Producer sales to government,Tårnby
17,6231547.5,Producer sales to government,Tårnby
18,87360048.0,Producer sales to government,Tårnby
19,5.743799686431884,Producer sales to government,Tårnby
20,2585492.2499999995,Producer sales to government,Tårnby
21,24555932.0,Producer sales to government,Tårnby
24,832045120.0,Producer sales to government,Tårnby
26,539053568.0,Producer sales to government,Tårnby
27,699043136.0000001,Producer sales to government,Tårnby
77,0.0,Producer sales to government,Tårnby
88,0.0,Producer sales to government,Tårnby
99,0.0,Producer sales to government,Tårnby
01,968817.191579891,Producer dividends paid,Vallensbæk
02,0.0,Producer dividends paid,Vallensbæk
03,299472.1086914148,Producer dividends paid,Vallensbæk
04,0.0,Producer dividends paid,Vallensbæk
05,1011177.1017946162,Producer dividends paid,Vallensbæk
06,0.0,Producer dividends paid,Vallensbæk
07,0.0,Producer dividends paid,Vallensbæk
08,0.0,Producer dividends paid,Vallensbæk
09,1934513.0901533267,Producer dividends paid,Vallensbæk
10,912457.1405411792,Producer dividends paid,Vallensbæk
11,0.0,Producer dividends paid,Vallensbæk
12,6800532.161161004,Producer dividends paid,Vallensbæk
13,991171.9844623236,Producer dividends paid,Vallensbæk
14,154453.47779051802,Producer dividends paid,Vallensbæk
15,3037091.784738589,Producer dividends paid,Vallensbæk
16,24327690.90803469,Producer dividends paid,Vallensbæk
17,3279655.8566884235,Producer dividends paid,Vallensbæk
18,0.0,Producer dividends paid,Vallensbæk
19,0.0,Producer dividends paid,Vallensbæk
20,1187505.889128717,Producer dividends paid,Vallensbæk
21,151741.46692274674,Producer dividends paid,Vallensbæk
24,532571.0795134665,Producer dividends paid,Vallensbæk
26,0.0,Producer dividends paid,Vallensbæk
27,960210.2609714336,Producer dividends paid,Vallensbæk
77,0.0,Producer dividends paid,Vallensbæk
88,0.0,Producer dividends paid,Vallensbæk
99,0.0,Producer dividends paid,Vallensbæk
01,5158495.500000001,Producer exports,Vallensbæk
02,3677420.5,Producer exports,Vallensbæk
03,19141980.0,Producer exports,Vallensbæk
04,76939272.0,Producer exports,Vallensbæk
05,224759.73611075777,Producer exports,Vallensbæk
06,0.0,Producer exports,Vallensbæk
07,0.0,Producer exports,Vallensbæk
08,1188765.5,Producer exports,Vallensbæk
09,96234448.0,Producer exports,Vallensbæk
10,975866.0,Producer exports,Vallensbæk
11,30501806.0,Producer exports,Vallensbæk
12,72525048.0,Producer exports,Vallensbæk
13,44784439.99999999,Producer exports,Vallensbæk
14,1578179.1249999998,Producer exports,Vallensbæk
15,118836360.0,Producer exports,Vallensbæk
16,977949568.0,Producer exports,Vallensbæk
17,10156622.0,Producer exports,Vallensbæk
18,522417.3125,Producer exports,Vallensbæk
19,0.0,Producer exports,Vallensbæk
20,26634058.0,Producer exports,Vallensbæk
21,5949860.684020989,Producer exports,Vallensbæk
24,1838969.875,Producer exports,Vallensbæk
26,1463572.875,Producer exports,Vallensbæk
27,1853283.75,Producer exports,Vallensbæk
77,0.0,Producer exports,Vallensbæk
88,0.0,Producer exports,Vallensbæk
99,0.0,Producer exports,Vallensbæk
01,9975304.0,Producer imports,Vallensbæk
02,6291584.999999997,Producer imports,Vallensbæk
03,156080751.9999999,Producer imports,Vallensbæk
04,84978080.0,Producer imports,Vallensbæk
05,1363708.1602199632,Producer imports,Vallensbæk
06,0.0,Producer imports,Vallensbæk
07,0.0,Producer imports,Vallensbæk
08,662116.9375,Producer imports,Vallensbæk
09,49188212.00000001,Producer imports,Vallensbæk
10,4181271.5,Producer imports,Vallensbæk
11,215016352.00000006,Producer imports,Vallensbæk
12,103408528.0,Producer imports,Vallensbæk
13,26761375.999999993,Producer imports,Vallensbæk
14,6465153.0,Producer imports,Vallensbæk
15,55040599.99999999,Producer imports,Vallensbæk
16,276047903.99999994,Producer imports,Vallensbæk
17,17224984.000000004,Producer imports,Vallensbæk
18,1330249.75,Producer imports,Vallensbæk
19,0.0,Producer imports,Vallensbæk
20,30980508.0,Producer imports,Vallensbæk
21,2903222.128792185,Producer imports,Vallensbæk
24,13733730.0,Producer imports,Vallensbæk
26,12814835.999999989,Producer imports,Vallensbæk
27,10095752.000000002,Producer imports,Vallensbæk
77,83612.69531250025,Producer imports,Vallensbæk
88,269546.03125000093,Producer imports,Vallensbæk
99,115769.6875,Producer imports,Vallensbæk
01,1650672.717965546,Producer product taxes paid,Vallensbæk
02,2473982.4004419134,Producer product taxes paid,Vallensbæk
03,1632295.7888988666,Producer product taxes paid,Vallensbæk
04,23255523.85957277,Producer product taxes paid,Vallensbæk
05,389213.54458062083,Producer product taxes paid,Vallensbæk
06,0.0,Producer product taxes paid,Vallensbæk
07,0.0,Producer product taxes paid,Vallensbæk
08,88923.27676597198,Producer product taxes paid,Vallensbæk
09,989660.4510274311,Producer product taxes paid,Vallensbæk
10,118807.02729732788,Producer product taxes paid,Vallensbæk
11,5510538.352089089,Producer product taxes paid,Vallensbæk
12,3377751.572017484,Producer product taxes paid,Vallensbæk
13,580275.3120243484,Producer product taxes paid,Vallensbæk
14,1125713.2253587376,Producer product taxes paid,Vallensbæk
15,908194.536103941,Producer product taxes paid,Vallensbæk
16,10775086.741606299,Producer product taxes paid,Vallensbæk
17,12042937.160901217,Producer product taxes paid,Vallensbæk
18,831289.4977308402,Producer product taxes paid,Vallensbæk
19,0.0,Producer product taxes paid,Vallensbæk
20,1170141.0367052667,Producer product taxes paid,Vallensbæk
21,280061.0687409745,Producer product taxes paid,Vallensbæk
24,14312881.035266027,Producer product taxes paid,Vallensbæk
26,12421473.5095266,Producer product taxes paid,Vallensbæk
27,11109189.083062928,Producer product taxes paid,Vallensbæk
77,2581026.2426450793,Producer product taxes paid,Vallensbæk
88,17037317.735544287,Producer product taxes paid,Vallensbæk
99,3573674.894921289,Producer product taxes paid,Vallensbæk
01,66359.48995018545,Producer sales to capital accumulation cell,Vallensbæk
02,201036.8376372145,Producer sales to capital accumulation cell,Vallensbæk
03,6948748.90536894,Producer sales to capital accumulation cell,Vallensbæk
04,4879586.690867213,Producer sales to capital accumulation cell,Vallensbæk
05,73743.36119034924,Producer sales to capital accumulation cell,Vallensbæk
06,0.0,Producer sales to capital accumulation cell,Vallensbæk
07,0.0,Producer sales to capital accumulation cell,Vallensbæk
08,384607.4896083954,Producer sales to capital accumulation cell,Vallensbæk
09,52592728.42157277,Producer sales to capital accumulation cell,Vallensbæk
10,3955.794267340416,Producer sales to capital accumulation cell,Vallensbæk
11,15521858.708517645,Producer sales to capital accumulation cell,Vallensbæk
12,216032038.85004592,Producer sales to capital accumulation cell,Vallensbæk
13,22744030.14193367,Producer sales to capital accumulation cell,Vallensbæk
14,388107.32046731503,Producer sales to capital accumulation cell,Vallensbæk
15,15043846.338342164,Producer sales to capital accumulation cell,Vallensbæk
16,128317892.1110902,Producer sales to capital accumulation cell,Vallensbæk
17,26707446.56238193,Producer sales to capital accumulation cell,Vallensbæk
18,267988.57540594763,Producer sales to capital accumulation cell,Vallensbæk
19,0.0,Producer sales to capital accumulation cell,Vallensbæk
20,86131610.74766728,Producer sales to capital accumulation cell,Vallensbæk
21,109218.06646231424,Producer sales to capital accumulation cell,Vallensbæk
24,546184.4257149928,Producer sales to capital accumulation cell,Vallensbæk
26,695477.3758177335,Producer sales to capital accumulation cell,Vallensbæk
27,4288673.203342232,Producer sales to capital accumulation cell,Vallensbæk
77,32068.14164763492,Producer sales to capital accumulation cell,Vallensbæk
88,0.0,Producer sales to capital accumulation cell,Vallensbæk
99,44401.37551696966,Producer sales to capital accumulation cell,Vallensbæk
01,2452.533447265625,Producer sales to government,Vallensbæk
02,18006546.0,Producer sales to government,Vallensbæk
03,2670184.5,Producer sales to government,Vallensbæk
04,49042804.0,Producer sales to government,Vallensbæk
05,0.0,Producer sales to government,Vallensbæk
06,0.0,Producer sales to government,Vallensbæk
07,0.0,Producer sales to government,Vallensbæk
08,0.0,Producer sales to government,Vallensbæk
09,5689.4931640625,Producer sales to government,Vallensbæk
10,0.0,Producer sales to government,Vallensbæk
11,5908688.5,Producer sales to government,Vallensbæk
12,8234174.0,Producer sales to government,Vallensbæk
13,163253.12499999997,Producer sales to government,Vallensbæk
14,27076808.0,Producer sales to government,Vallensbæk
15,230307.5625,Producer sales to government,Vallensbæk
16,7164739.0,Producer sales to government,Vallensbæk
17,0.0,Producer sales to government,Vallensbæk
18,10135710.0,Producer sales to government,Vallensbæk
19,0.0,Producer sales to government,Vallensbæk
20,3159030.0,Producer sales to government,Vallensbæk
21,661136.8125,Producer sales to government,Vallensbæk
24,320191264.0,Producer sales to government,Vallensbæk
26,219153056.0,Producer sales to government,Vallensbæk
27,180184976.0,Producer sales to government,Vallensbæk
77,0.0,Producer sales to government,Vallensbæk
88,0.0,Producer sales to government,Vallensbæk
99,0.0,Producer sales to government,Vallensbæk
01,1824991.0599355265,Producer dividends paid,Furesø
02,0.0,Producer dividends paid,Furesø
03,12710483.260715775,Producer dividends paid,Furesø
04,522988.4307978496,Producer dividends paid,Furesø
05,4132284.959738865,Producer dividends paid,Furesø
06,825584.3834599276,Producer dividends paid,Furesø
07,261548.952642893,Producer dividends paid,Furesø
08,45919.46410021629,Producer dividends paid,Furesø
09,1315896.9208584395,Producer dividends paid,Furesø
10,2342901.7240879694,Producer dividends paid,Furesø
11,0.0,Producer dividends paid,Furesø
12,15752015.410877747,Producer dividends paid,Furesø
13,6796728.259268881,Producer dividends paid,Furesø
14,0.0,Producer dividends paid,Furesø
15,34370674.459010355,Producer dividends paid,Furesø
16,25138295.701152854,Producer dividends paid,Furesø
17,12934902.787408307,Producer dividends paid,Furesø
18,1033268.569781165,Producer dividends paid,Furesø
19,368062.6223973671,Producer dividends paid,Furesø
20,791765.1578530929,Producer dividends paid,Furesø
21,0.0,Producer dividends paid,Furesø
24,0.0,Producer dividends paid,Furesø
26,1533154.455656941,Producer dividends paid,Furesø
27,2891789.4769218382,Producer dividends paid,Furesø
77,0.0,Producer dividends paid,Furesø
88,0.0,Producer dividends paid,Furesø
99,0.0,Producer dividends paid,Furesø
01,16688039.999999998,Producer exports,Furesø
02,23496828.000000004,Producer exports,Furesø
03,45783688.0,Producer exports,Furesø
04,145429647.99999997,Producer exports,Furesø
05,1257410.6465508244,Producer exports,Furesø
06,40729236.0,Producer exports,Furesø
07,12013749.999999998,Producer exports,Furesø
08,45753684.0,Producer exports,Furesø
09,75186784.0,Producer exports,Furesø
10,3863262.0,Producer exports,Furesø
11,57480228.0,Producer exports,Furesø
12,305984735.99999994,Producer exports,Furesø
13,282736736.0,Producer exports,Furesø
14,3252010.25,Producer exports,Furesø
15,1514343935.9999998,Producer exports,Furesø
16,995380800.0,Producer exports,Furesø
17,22702680.0,Producer exports,Furesø
18,7796828.499999999,Producer exports,Furesø
19,25563012.000000004,Producer exports,Furesø
20,18780792.0,Producer exports,Furesø
21,0.0,Producer exports,Furesø
24,4436475.500000001,Producer exports,Furesø
26,709986.9375,Producer exports,Furesø
27,3906274.25,Producer exports,Furesø
77,0.0,Producer exports,Furesø
88,0.0,Producer exports,Furesø
99,0.0,Producer exports,Furesø
01,20506664.0,Producer imports,Furesø
02,44365012.0,Producer imports,Furesø
03,213082559.99999997,Producer imports,Furesø
04,115943248.0000001,Producer imports,Furesø
05,6887113.787248276,Producer imports,Furesø
06,14083879.0,Producer imports,Furesø
07,4635481.0,Producer imports,Furesø
08,52064416.0,Producer imports,Furesø
09,36491395.999999985,Producer imports,Furesø
10,15966668.999999998,Producer imports,Furesø
11,217856656.0,Producer imports,Furesø
12,427662527.99999994,Producer imports,Furesø
13,137166960.0,Producer imports,Furesø
14,14520401.999999994,Producer imports,Furesø
15,635156287.9999999,Producer imports,Furesø
16,283255168.00000006,Producer imports,Furesø
17,29758528.000000007,Producer imports,Furesø
18,13723483.999999987,Producer imports,Furesø
19,16123766.000000004,Producer imports,Furesø
20,21845657.999999993,Producer imports,Furesø
21,0.0,Producer imports,Furesø
24,40750936.0,Producer imports,Furesø
26,16672369.000000015,Producer imports,Furesø
27,40394015.999999896,Producer imports,Furesø
77,112665.92968749972,Producer imports,Furesø
88,926282.8125000045,Producer imports,Furesø
99,723592.3125000021,Producer imports,Furesø
01,3393359.4088157443,Producer product taxes paid,Furesø
02,16233451.013743594,Producer product taxes paid,Furesø
03,1947936.7874372953,Producer product taxes paid,Furesø
04,24200782.794605877,Producer product taxes paid,Furesø
05,2202515.496154713,Producer product taxes paid,Furesø
06,877971.9341322647,Producer product taxes paid,Furesø
07,800863.1166663135,Producer product taxes paid,Furesø
08,4725430.121110351,Producer product taxes paid,Furesø
09,735851.3761880883,Producer product taxes paid,Furesø
10,925682.0399442565,Producer product taxes paid,Furesø
11,6591506.7317820685,Producer product taxes paid,Furesø
12,14012160.528701266,Producer product taxes paid,Furesø
13,8879188.50793997,Producer product taxes paid,Furesø
14,2564988.4925624444,Producer product taxes paid,Furesø
15,8745276.76740955,Producer product taxes paid,Furesø
16,11325463.444301192,Producer product taxes paid,Furesø
17,27107292.910976052,Producer product taxes paid,Furesø
18,9330407.69994173,Producer product taxes paid,Furesø
19,2310125.8381776186,Producer product taxes paid,Furesø
20,825115.5772335527,Producer product taxes paid,Furesø
21,0.0,Producer product taxes paid,Furesø
24,40165240.305685885,Producer product taxes paid,Furesø
26,22563734.039504454,Producer product taxes paid,Furesø
27,34515819.990170166,Producer product taxes paid,Furesø
77,3477865.326033597,Producer product taxes paid,Furesø
88,58547975.91371931,Producer product taxes paid,Furesø
99,22336445.508480713,Producer product taxes paid,Furesø
01,136418.09127527202,Producer sales to capital accumulation cell,Furesø
02,32539867.08985649,Producer sales to capital accumulation cell,Furesø
03,9092831.041180464,Producer sales to capital accumulation cell,Furesø
04,21030683.24379493,Producer sales to capital accumulation cell,Furesø
05,9179939.18126874,Producer sales to capital accumulation cell,Furesø
06,403143.1713351075,Producer sales to capital accumulation cell,Furesø
07,312320.1621174735,Producer sales to capital accumulation cell,Furesø
08,23768834.273046684,Producer sales to capital accumulation cell,Furesø
09,38968640.32838228,Producer sales to capital accumulation cell,Furesø
10,709518.4364043679,Producer sales to capital accumulation cell,Furesø
11,6669899.221530688,Producer sales to capital accumulation cell,Furesø
12,919953172.9337026,Producer sales to capital accumulation cell,Furesø
13,204774228.5898688,Producer sales to capital accumulation cell,Furesø
14,798966.7446308107,Producer sales to capital accumulation cell,Furesø
15,412494984.639164,Producer sales to capital accumulation cell,Furesø
16,134858032.27150565,Producer sales to capital accumulation cell,Furesø
17,88111369.110688,Producer sales to capital accumulation cell,Furesø
18,30944829.810280256,Producer sales to capital accumulation cell,Furesø
19,6984645.835648205,Producer sales to capital accumulation cell,Furesø
20,60735012.29207025,Producer sales to capital accumulation cell,Furesø
21,0.0,Producer sales to capital accumulation cell,Furesø
24,1644573.6924697189,Producer sales to capital accumulation cell,Furesø
26,1313752.785996847,Producer sales to capital accumulation cell,Furesø
27,10064103.930445386,Producer sales to capital accumulation cell,Furesø
77,43210.9853703358,Producer sales to capital accumulation cell,Furesø
88,0.0,Producer sales to capital accumulation cell,Furesø
99,277520.7590456384,Producer sales to capital accumulation cell,Furesø
01,5041.778808593749,Producer sales to government,Furesø
02,115659280.0,Producer sales to government,Furesø
03,2952545.2500000005,Producer sales to government,Furesø
04,139367632.0,Producer sales to government,Furesø
05,278711.8125,Producer sales to government,Furesø
06,158213.859375,Producer sales to government,Furesø
07,1890587.875,Producer sales to government,Furesø
08,85785.64062500001,Producer sales to government,Furesø
09,4207.58251953125,Producer sales to government,Furesø
10,0.0,Producer sales to government,Furesø
11,2333913.0,Producer sales to government,Furesø
12,35410408.00000001,Producer sales to government,Furesø
13,24796646.0,Producer sales to government,Furesø
14,48443100.00000001,Producer sales to government,Furesø
15,6377789.500000001,Producer sales to government,Furesø
16,7312281.0,Producer sales to government,Furesø
17,3884026.75,Producer sales to government,Furesø
18,126188848.0,Producer sales to government,Furesø
19,5919261.499999999,Producer sales to government,Furesø
20,2227564.7500000005,Producer sales to government,Furesø
21,0.0,Producer sales to government,Furesø
24,857123584.0,Producer sales to government,Furesø
26,611081088.0,Producer sales to government,Furesø
27,535646112.00000006,Producer sales to government,Furesø
77,0.0,Producer sales to government,Furesø
88,0.0,Producer sales to government,Furesø
99,0.0,Producer sales to government,Furesø
01,350614.0522767266,Producer dividends paid,Allerød
02,232421.11782010584,Producer dividends paid,Allerød
03,6013127.061337596,Producer dividends paid,Allerød
04,3035196.2915956634,Producer dividends paid,Allerød
05,1135669.160969289,Producer dividends paid,Allerød
06,692809.3473498219,Producer dividends paid,Allerød
07,0.0,Producer dividends paid,Allerød
08,449185.18451137,Producer dividends paid,Allerød
09,693634.9755792894,Producer dividends paid,Allerød
10,1540119.9571957614,Producer dividends paid,Allerød
11,7268886.831917163,Producer dividends paid,Allerød
12,8421045.344704645,Producer dividends paid,Allerød
13,21864532.908698544,Producer dividends paid,Allerød
14,1450158.8123337552,Producer dividends paid,Allerød
15,73582356.84585106,Producer dividends paid,Allerød
16,59163290.98973702,Producer dividends paid,Allerød
17,11276505.65895143,Producer dividends paid,Allerød
18,0.0,Producer dividends paid,Allerød
19,3935281.978311203,Producer dividends paid,Allerød
20,423463.3011668149,Producer dividends paid,Allerød
21,0.0,Producer dividends paid,Allerød
24,1142407.886207539,Producer dividends paid,Allerød
26,1139762.4978470425,Producer dividends paid,Allerød
27,6746015.887128166,Producer dividends paid,Allerød
77,0.0,Producer dividends paid,Allerød
88,0.0,Producer dividends paid,Allerød
99,0.0,Producer dividends paid,Allerød
01,12048750.0,Producer exports,Allerød
02,12337025.0,Producer exports,Allerød
03,24654418.0,Producer exports,Allerød
04,109986616.0,Producer exports,Allerød
05,1359505.4815338757,Producer exports,Allerød
06,28487258.0,Producer exports,Allerød
07,0.0,Producer exports,Allerød
08,22497070.0,Producer exports,Allerød
09,44633303.99999999,Producer exports,Allerød
10,1168335.625,Producer exports,Allerød
11,25933712.0,Producer exports,Allerød
12,189655488.0,Producer exports,Allerød
13,806331328.0,Producer exports,Allerød
14,10064436.0,Producer exports,Allerød
15,2981445632.0,Producer exports,Allerød
16,2348382208.0,Producer exports,Allerød
17,50544344.0,Producer exports,Allerød
18,1997391.625,Producer exports,Allerød
19,238566400.0,Producer exports,Allerød
20,8943747.000000002,Producer exports,Allerød
21,0.0,Producer exports,Allerød
24,3615904.250000001,Producer exports,Allerød
26,418737.96875,Producer exports,Allerød
27,4606116.5,Producer exports,Allerød
77,0.0,Producer exports,Allerød
88,0.0,Producer exports,Allerød
99,0.0,Producer exports,Allerød
01,18877028.0,Producer imports,Allerød
02,15636344.000000004,Producer imports,Allerød
03,159636736.00000006,Producer imports,Allerød
04,103617672.00000009,Producer imports,Allerød
05,7925080.363501563,Producer imports,Allerød
06,73152464.0,Producer imports,Allerød
07,0.0,Producer imports,Allerød
08,42766435.99999999,Producer imports,Allerød
09,21375162.000000004,Producer imports,Allerød
10,5075280.0,Producer imports,Allerød
11,31230831.999999993,Producer imports,Allerød
12,254620240.00000012,Producer imports,Allerød
13,386386815.9999996,Producer imports,Allerød
14,37400736.000000045,Producer imports,Allerød
15,1184602496.0,Producer imports,Allerød
16,663219199.9999992,Producer imports,Allerød
17,44789104.00000001,Producer imports,Allerød
18,5123803.500000002,Producer imports,Allerød
19,69276912.0,Producer imports,Allerød
20,10403290.0,Producer imports,Allerød
21,0.0,Producer imports,Allerød
24,26348852.00000002,Producer imports,Allerød
26,11331530.000000002,Producer imports,Allerød
27,100531968.00000006,Producer imports,Allerød
77,65130.85937500023,Producer imports,Allerød
88,578008.062500002,Producer imports,Allerød
99,223363.93749999994,Producer imports,Allerød
01,3123693.688795958,Producer product taxes paid,Allerød
02,5076657.838229676,Producer product taxes paid,Allerød
03,1669484.3791487345,Producer product taxes paid,Allerød
04,20681639.568018697,Producer product taxes paid,Allerød
05,2725605.7142863474,Producer product taxes paid,Allerød
06,860881.8075605734,Producer product taxes paid,Allerød
07,0.0,Producer product taxes paid,Allerød
08,0.0,Producer product taxes paid,Allerød
09,474202.56848266226,Producer product taxes paid,Allerød
10,456587.38000134105,Producer product taxes paid,Allerød
11,604047.3669598697,Producer product taxes paid,Allerød
12,8053225.483911907,Producer product taxes paid,Allerød
13,13825970.475938756,Producer product taxes paid,Allerød
14,4119895.320822973,Producer product taxes paid,Allerød
15,12066477.83951347,Producer product taxes paid,Allerød
16,25984471.506210726,Producer product taxes paid,Allerød
17,28106841.572282325,Producer product taxes paid,Allerød
18,3465431.555477686,Producer product taxes paid,Allerød
19,2829558.982036668,Producer product taxes paid,Allerød
20,392934.6674529305,Producer product taxes paid,Allerød
21,0.0,Producer product taxes paid,Allerød
24,28424306.085973445,Producer product taxes paid,Allerød
26,15664638.188389583,Producer product taxes paid,Allerød
27,71420573.42947079,Producer product taxes paid,Allerød
77,2010513.6054225783,Producer product taxes paid,Allerød
88,36534416.3146405,Producer product taxes paid,Allerød
99,6894983.035003988,Producer product taxes paid,Allerød
01,125577.13901872608,Producer sales to capital accumulation cell,Allerød
02,17014778.83689891,Producer sales to capital accumulation cell,Allerød
03,7107062.0722471215,Producer sales to capital accumulation cell,Allerød
04,10752549.80091257,Producer sales to capital accumulation cell,Allerød
05,17078279.448341247,Producer sales to capital accumulation cell,Allerød
06,902695.2375631116,Producer sales to capital accumulation cell,Allerød
07,0.0,Producer sales to capital accumulation cell,Allerød
08,7944352.032440323,Producer sales to capital accumulation cell,Allerød
09,21557370.506949674,Producer sales to capital accumulation cell,Allerød
10,327585.90666973824,Producer sales to capital accumulation cell,Allerød
11,2752358.428523952,Producer sales to capital accumulation cell,Allerød
12,494584570.2124996,Producer sales to capital accumulation cell,Allerød
13,198808417.8452507,Producer sales to capital accumulation cell,Allerød
14,3111905.0377839347,Producer sales to capital accumulation cell,Allerød
15,903335853.7035018,Producer sales to capital accumulation cell,Allerød
16,310347837.13222444,Producer sales to capital accumulation cell,Allerød
17,68175738.82635649,Producer sales to capital accumulation cell,Allerød
18,3060666.978143685,Producer sales to capital accumulation cell,Allerød
19,15682370.39268856,Producer sales to capital accumulation cell,Allerød
20,28923089.466318317,Producer sales to capital accumulation cell,Allerød
21,0.0,Producer sales to capital accumulation cell,Allerød
24,1157590.736195362,Producer sales to capital accumulation cell,Allerød
26,1781843.4368580598,Producer sales to capital accumulation cell,Allerød
27,14702870.844272126,Producer sales to capital accumulation cell,Allerød
77,24979.76736592924,Producer sales to capital accumulation cell,Allerød
88,0.0,Producer sales to capital accumulation cell,Allerød
99,85667.20789572266,Producer sales to capital accumulation cell,Allerød
01,4641.1162109375,Producer sales to government,Allerød
02,35922736.0,Producer sales to government,Allerød
03,2731019.2500000005,Producer sales to government,Allerød
04,101121040.0,Producer sales to government,Allerød
05,382243.59375,Producer sales to government,Allerød
06,1655217.3749999998,Producer sales to government,Allerød
07,0.0,Producer sales to government,Allerød
08,454.2721862792969,Producer sales to government,Allerød
09,2116.54296875,Producer sales to government,Allerød
10,0.0,Producer sales to government,Allerød
11,987859.5625,Producer sales to government,Allerød
12,19270214.0,Producer sales to government,Allerød
13,28612506.000000004,Producer sales to government,Allerød
14,29479208.0,Producer sales to government,Allerød
15,39703216.00000001,Producer sales to government,Allerød
16,17217040.0,Producer sales to government,Allerød
17,5305111.000000001,Producer sales to government,Allerød
18,40287932.0,Producer sales to government,Allerød
19,19.691797256469727,Producer sales to government,Allerød
20,1060805.75,Producer sales to government,Allerød
21,0.0,Producer sales to government,Allerød
24,645010880.0,Producer sales to government,Allerød
26,432531456.00000006,Producer sales to government,Allerød
27,1062964352.0,Producer sales to government,Allerød
77,0.0,Producer sales to government,Allerød
88,0.0,Producer sales to government,Allerød
99,0.0,Producer sales to government,Allerød
01,761884.0376740313,Producer dividends paid,Fredensborg
02,731727.1657321168,Producer dividends paid,Fredensborg
03,7685659.063647708,Producer dividends paid,Fredensborg
04,0.0,Producer dividends paid,Fredensborg
05,7185900.84138518,Producer dividends paid,Fredensborg
06,723241.0827244652,Producer dividends paid,Fredensborg
07,0.0,Producer dividends paid,Fredensborg
08,0.0,Producer dividends paid,Fredensborg
09,0.0,Producer dividends paid,Fredensborg
10,3915889.89705682,Producer dividends paid,Fredensborg
11,1984443.2132586369,Producer dividends paid,Fredensborg
12,8746304.641651204,Producer dividends paid,Fredensborg
13,0.0,Producer dividends paid,Fredensborg
14,0.0,Producer dividends paid,Fredensborg
15,11491001.778824788,Producer dividends paid,Fredensborg
16,55850697.75991282,Producer dividends paid,Fredensborg
17,25382859.836577628,Producer dividends paid,Fredensborg
18,0.0,Producer dividends paid,Fredensborg
19,755616.6720254809,Producer dividends paid,Fredensborg
20,899268.7398188788,Producer dividends paid,Fredensborg
21,0.0,Producer dividends paid,Fredensborg
24,0.0,Producer dividends paid,Fredensborg
26,1108209.0772907515,Producer dividends paid,Fredensborg
27,3906757.0040602223,Producer dividends paid,Fredensborg
77,2.1386394976185167e-10,Producer dividends paid,Fredensborg
88,1.7109115982022583e-09,Producer dividends paid,Fredensborg
99,0.0,Producer dividends paid,Fredensborg
01,12547259.000000002,Producer exports,Fredensborg
02,14630765.000000002,Producer exports,Fredensborg
03,32704360.0,Producer exports,Fredensborg
04,81989952.0,Producer exports,Fredensborg
05,1822397.856668415,Producer exports,Fredensborg
06,14174454.000000002,Producer exports,Fredensborg
07,0.0,Producer exports,Fredensborg
08,1730054.375,Producer exports,Fredensborg
09,14902175.0,Producer exports,Fredensborg
10,0.0,Producer exports,Fredensborg
11,17892756.000000004,Producer exports,Fredensborg
12,151703936.0,Producer exports,Fredensborg
13,127026720.0,Producer exports,Fredensborg
