value,var_name,cust_sector,cust_muni_name
16538236.510813575,Consumer non-product taxes paid,19,Solrød
24385765.358711187,Consumer non-product taxes paid,20,Solrød
13268909.838722955,Consumer non-product taxes paid,21,Solrød
68545442.01616532,Consumer non-product taxes paid,22,Solrød
285464232.5988909,Consumer non-product taxes paid,23,Solrød
211910071.19055104,Consumer non-product taxes paid,24,Solrød
1409232.0420898988,Consumer non-product taxes paid,25,Solrød
108698220.2800242,Consumer non-product taxes paid,26,Solrød
122693110.715088,Consumer non-product taxes paid,27,Solrød
10228695.860467814,Consumer non-product taxes paid,28,Solrød
2435358.5849086707,Consumer other transfers paid,01,Solrød
1814194.2494866212,Consumer other transfers paid,02,Solrød
2741010.876941743,Consumer other transfers paid,03,Solrød
12472585.465220131,Consumer other transfers paid,04,Solrød
2908626.649992137,Consumer other transfers paid,05,Solrød
857798.3679637829,Consumer other transfers paid,06,Solrød
1321206.6816913437,Consumer other transfers paid,07,Solrød
2967785.1581275705,Consumer other transfers paid,08,Solrød
1390224.9411826825,Consumer other transfers paid,09,Solrød
769060.6057606329,Consumer other transfers paid,10,Solrød
3056522.9203307205,Consumer other transfers paid,11,Solrød
9327324.782686409,Consumer other transfers paid,12,Solrød
7739904.81438569,Consumer other transfers paid,13,Solrød
4190394.326259859,Consumer other transfers paid,14,Solrød
7749764.565741595,Consumer other transfers paid,15,Solrød
10924604.502343033,Consumer other transfers paid,16,Solrød
7868081.582012456,Consumer other transfers paid,17,Solrød
2435358.5849086707,Consumer other transfers paid,18,Solrød
640883.8381338607,Consumer other transfers paid,19,Solrød
956395.8815228384,Consumer other transfers paid,20,Solrød
473268.0650834664,Consumer other transfers paid,21,Solrød
10727409.47522493,Consumer other transfers paid,22,Solrød
37683969.682270996,Consumer other transfers paid,23,Solrød
15588266.893686138,Consumer other transfers paid,24,Solrød
1478962.7033858325,Consumer other transfers paid,25,Solrød
6813088.186930612,Consumer other transfers paid,26,Solrød
6576454.15438889,Consumer other transfers paid,27,Solrød
2987504.6608393816,Consumer other transfers paid,28,Solrød
2130755.3804509924,Consumer other transfers received,01,Solrød
1587283.3603359612,Consumer other transfers received,02,Solrød
2398178.120507595,Consumer other transfers received,03,Solrød
10912573.102309665,Consumer other transfers received,04,Solrød
2544829.300538636,Consumer other transfers received,05,Solrød
750508.9801588494,Consumer other transfers received,06,Solrød
1155956.3602446665,Consumer other transfers received,07,Solrød
2596588.5405495907,Consumer other transfers received,08,Solrød
1216342.1402574475,Consumer other transfers received,09,Solrød
672870.1201424163,Consumer other transfers received,10,Solrød
2674227.400566024,Consumer other transfers received,11,Solrød
8160706.841727079,Consumer other transfers received,12,Solrød
6771833.901433185,Consumer other transfers received,13,Solrød
3666279.5007760017,Consumer other transfers received,14,Solrød
6780460.44143501,Consumer other transfers received,15,Solrød
9558206.322022924,Consumer other transfers received,16,Solrød
6883978.921456915,Consumer other transfers received,17,Solrød
2130755.3804509924,Consumer other transfers received,18,Solrød
560725.1001186797,Consumer other transfers received,19,Solrød
836774.3801771083,Consumer other transfers received,20,Solrød
414073.9200876402,Consumer other transfers received,21,Solrød
9385675.521986395,Consumer other transfers received,22,Solrød
32970635.88697617,Consumer other transfers received,23,Solrød
13638559.742886793,Consumer other transfers received,24,Solrød
1293981.0002738808,Consumer other transfers received,25,Solrød
5960939.141261594,Consumer other transfers received,26,Solrød
5753902.181217784,Consumer other transfers received,27,Solrød
2613841.6205532425,Consumer other transfers received,28,Solrød
2491971.094723644,Consumer pension investment income,01,Solrød
2795722.450066055,Consumer pension investment income,02,Solrød
4197985.026515398,Consumer pension investment income,03,Solrød
30781712.775776345,Consumer pension investment income,04,Solrød
6437564.385235966,Consumer pension investment income,05,Solrød
2158291.661809862,Consumer pension investment income,06,Solrød
7013743.333505105,Consumer pension investment income,07,Solrød
14298112.022146083,Consumer pension investment income,08,Solrød
5500923.201612324,Consumer pension investment income,09,Solrød
3208145.2176660937,Consumer pension investment income,10,Solrød
4636923.101147765,Consumer pension investment income,11,Solrød
21959890.383232065,Consumer pension investment income,12,Solrød
34059248.45636902,Consumer pension investment income,13,Solrød
10408823.00860653,Consumer pension investment income,14,Solrød
30362791.773277733,Consumer pension investment income,15,Solrød
41774141.83784236,Consumer pension investment income,16,Solrød
41199601.32399603,Consumer pension investment income,17,Solrød
7619928.854721077,Consumer pension investment income,18,Solrød
1657238.0475965238,Consumer pension investment income,19,Solrød
3356638.8316681776,Consumer pension investment income,20,Solrød
2495250.3680223487,Consumer pension investment income,21,Solrød
8029390.638502724,Consumer pension investment income,22,Solrød
13003139.04880821,Consumer pension investment income,23,Solrød
37317173.3172179,Consumer pension investment income,24,Solrød
50018.18496829504,Consumer pension investment income,25,Solrød
22088204.07349502,Consumer pension investment income,26,Solrød
18470459.767756164,Consumer pension investment income,27,Solrød
438085.2451702133,Consumer pension investment income,28,Solrød
0.0,Consumer product taxes paid (predicted),01,Solrød
0.0,Consumer product taxes paid (predicted),02,Solrød
0.0,Consumer product taxes paid (predicted),03,Solrød
82183322.67727399,Consumer product taxes paid (predicted),04,Solrød
0.0,Consumer product taxes paid (predicted),05,Solrød
0.0,Consumer product taxes paid (predicted),06,Solrød
0.0,Consumer product taxes paid (predicted),07,Solrød
0.0,Consumer product taxes paid (predicted),08,Solrød
0.0,Consumer product taxes paid (predicted),09,Solrød
0.0,Consumer product taxes paid (predicted),10,Solrød
0.0,Consumer product taxes paid (predicted),11,Solrød
51201242.85712089,Consumer product taxes paid (predicted),12,Solrød
46892332.8316107,Consumer product taxes paid (predicted),13,Solrød
4029872.965379816,Consumer product taxes paid (predicted),14,Solrød
100358560.0663046,Consumer product taxes paid (predicted),15,Solrød
47876670.49997804,Consumer product taxes paid (predicted),16,Solrød
20142779.18492702,Consumer product taxes paid (predicted),17,Solrød
0.0,Consumer product taxes paid (predicted),18,Solrød
0.0,Consumer product taxes paid (predicted),19,Solrød
0.0,Consumer product taxes paid (predicted),20,Solrød
0.0,Consumer product taxes paid (predicted),21,Solrød
121398820.1874781,Consumer product taxes paid (predicted),22,Solrød
299336813.8966618,Consumer product taxes paid (predicted),23,Solrød
161406612.2078863,Consumer product taxes paid (predicted),24,Solrød
0.0,Consumer product taxes paid (predicted),25,Solrød
62418701.72574336,Consumer product taxes paid (predicted),26,Solrød
32069680.07778417,Consumer product taxes paid (predicted),27,Solrød
3101326.529314759,Consumer product taxes paid (predicted),28,Solrød
10588023.996925898,Consumer social benefits received,01,Solrød
9415718.753255503,Consumer social benefits received,02,Solrød
12073562.620613532,Consumer social benefits received,03,Solrød
43633141.47773657,Consumer social benefits received,04,Solrød
7784641.756964867,Consumer social benefits received,05,Solrød
3086844.5125711304,Consumer social benefits received,06,Solrød
2113356.933738223,Consumer social benefits received,07,Solrød
5966098.564556727,Consumer social benefits received,08,Solrød
1895314.181657296,Consumer social benefits received,09,Solrød
3911527.015604477,Consumer social benefits received,10,Solrød
12296950.996744623,Consumer social benefits received,11,Solrød
24004171.512292337,Consumer social benefits received,12,Solrød
20608327.463065848,Consumer social benefits received,13,Solrød
18184622.102110486,Consumer social benefits received,14,Solrød
18341061.02308233,Consumer social benefits received,15,Solrød
31290766.10258584,Consumer social benefits received,16,Solrød
26856929.190734517,Consumer social benefits received,17,Solrød
14191188.843694331,Consumer social benefits received,18,Solrød
4068761.49164037,Consumer social benefits received,19,Solrød
1364332.0057732742,Consumer social benefits received,20,Solrød
1095197.9722459442,Consumer social benefits received,21,Solrød
179773847.6798436,Consumer social benefits received,22,Solrød
862816297.3498355,Consumer social benefits received,23,Solrød
59893529.77083319,Consumer social benefits received,24,Solrød
11668866.950469552,Consumer social benefits received,25,Solrød
31041756.6433269,Consumer social benefits received,26,Solrød
18280667.460988853,Consumer social benefits received,27,Solrød
47684792.18459405,Consumer social benefits received,28,Solrød
6354867.218790352,Consumer social contributions paid,01,Solrød
6833309.449454633,Consumer social contributions paid,02,Solrød
11951060.747374495,Consumer social contributions paid,03,Solrød
71551728.87082113,Consumer social contributions paid,04,Solrød
16580095.674220052,Consumer social contributions paid,05,Solrød
5104920.407523709,Consumer social contributions paid,06,Solrød
13917164.270548215,Consumer social contributions paid,07,Solrød
32400532.670611903,Consumer social contributions paid,08,Solrød
12195894.679452019,Consumer social contributions paid,09,Solrød
6139783.882621259,Consumer social contributions paid,10,Solrød
12084932.226269588,Consumer social contributions paid,11,Solrød
54262296.9657342,Consumer social contributions paid,12,Solrød
65231679.84798455,Consumer social contributions paid,13,Solrød
24606017.96400062,Consumer social contributions paid,14,Solrød
69968307.9252652,Consumer social contributions paid,15,Solrød
92751188.2332203,Consumer social contributions paid,16,Solrød
83282621.31444143,Consumer social contributions paid,17,Solrød
16284764.379243337,Consumer social contributions paid,18,Solrød
5055499.832100476,Consumer social contributions paid,19,Solrød
7860642.8554518465,Consumer social contributions paid,20,Solrød
5423624.689637052,Consumer social contributions paid,21,Solrød
11700813.104991566,Consumer social contributions paid,22,Solrød
14096773.165861813,Consumer social contributions paid,23,Solrød
92467485.74676834,Consumer social contributions paid,24,Solrød
288968.57266771654,Consumer social contributions paid,25,Solrød
50031322.33258012,Consumer social contributions paid,26,Solrød
44707054.8578333,Consumer social contributions paid,27,Solrød
2019820.0836536887,Consumer social contributions paid,28,Solrød
3759573.5,Surplus of owner-occupied housing to consumers,01,Solrød
4536701.0,Surplus of owner-occupied housing to consumers,02,Solrød
4578910.5,Surplus of owner-occupied housing to consumers,03,Solrød
39921992.0,Surplus of owner-occupied housing to consumers,04,Solrød
8830286.0,Surplus of owner-occupied housing to consumers,05,Solrød
3033190.8,Surplus of owner-occupied housing to consumers,06,Solrød
5500681.0,Surplus of owner-occupied housing to consumers,07,Solrød
11539048.0,Surplus of owner-occupied housing to consumers,08,Solrød
5912725.5,Surplus of owner-occupied housing to consumers,09,Solrød
2661593.8,Surplus of owner-occupied housing to consumers,10,Solrød
7809912.5,Surplus of owner-occupied housing to consumers,11,Solrød
27615326.0,Surplus of owner-occupied housing to consumers,12,Solrød
37284808.0,Surplus of owner-occupied housing to consumers,13,Solrød
11984131.0,Surplus of owner-occupied housing to consumers,14,Solrød
29534556.0,Surplus of owner-occupied housing to consumers,15,Solrød
45920500.0,Surplus of owner-occupied housing to consumers,16,Solrød
39252128.0,Surplus of owner-occupied housing to consumers,17,Solrød
8386198.5,Surplus of owner-occupied housing to consumers,18,Solrød
2353686.3,Surplus of owner-occupied housing to consumers,19,Solrød
3570943.3,Surplus of owner-occupied housing to consumers,20,Solrød
1583802.8,Surplus of owner-occupied housing to consumers,21,Solrød
24728954.0,Surplus of owner-occupied housing to consumers,22,Solrød
131947912.0,Surplus of owner-occupied housing to consumers,23,Solrød
43248620.0,Surplus of owner-occupied housing to consumers,24,Solrød
521807.06,Surplus of owner-occupied housing to consumers,25,Solrød
24575646.0,Surplus of owner-occupied housing to consumers,26,Solrød
24758190.0,Surplus of owner-occupied housing to consumers,27,Solrød
1888180.3,Surplus of owner-occupied housing to consumers,28,Solrød
3959449.715377808,Consumer adjustment for pension entitlements received,01,Gribskov
5845949.573652267,Consumer adjustment for pension entitlements received,02,Gribskov
14072280.766451836,Consumer adjustment for pension entitlements received,03,Gribskov
66093978.15085602,Consumer adjustment for pension entitlements received,04,Gribskov
20844309.484169006,Consumer adjustment for pension entitlements received,05,Gribskov
4717821.256965637,Consumer adjustment for pension entitlements received,06,Gribskov
6222435.978515625,Consumer adjustment for pension entitlements received,07,Gribskov
16427302.001037598,Consumer adjustment for pension entitlements received,08,Gribskov
10699497.204345703,Consumer adjustment for pension entitlements received,09,Gribskov
3373103.609375,Consumer adjustment for pension entitlements received,10,Gribskov
8279132.419364929,Consumer adjustment for pension entitlements received,11,Gribskov
72303376.60898209,Consumer adjustment for pension entitlements received,12,Gribskov
63871844.86406708,Consumer adjustment for pension entitlements received,13,Gribskov
29976440.18197775,Consumer adjustment for pension entitlements received,14,Gribskov
118708997.1303792,Consumer adjustment for pension entitlements received,15,Gribskov
64527210.59118652,Consumer adjustment for pension entitlements received,16,Gribskov
42423268.32369232,Consumer adjustment for pension entitlements received,17,Gribskov
14968058.536384584,Consumer adjustment for pension entitlements received,18,Gribskov
7541383.655609131,Consumer adjustment for pension entitlements received,19,Gribskov
18987417.376342773,Consumer adjustment for pension entitlements received,20,Gribskov
4054975.6369628906,Consumer adjustment for pension entitlements received,21,Gribskov
-36543723.42203069,Consumer adjustment for pension entitlements received,22,Gribskov
-514827117.9093933,Consumer adjustment for pension entitlements received,23,Gribskov
159619436.71039963,Consumer adjustment for pension entitlements received,24,Gribskov
-313448.7377624512,Consumer adjustment for pension entitlements received,25,Gribskov
89197678.43356323,Consumer adjustment for pension entitlements received,26,Gribskov
49379590.00092697,Consumer adjustment for pension entitlements received,27,Gribskov
111790.15349197388,Consumer adjustment for pension entitlements received,28,Gribskov
391527.9029805743,Consumer dividends received,01,Gribskov
978446.722399534,Consumer dividends received,02,Gribskov
1639224.174239243,Consumer dividends received,03,Gribskov
19241774.32093041,Consumer dividends received,04,Gribskov
5373785.193238779,Consumer dividends received,05,Gribskov
461558.6923870917,Consumer dividends received,06,Gribskov
352088.5549169621,Consumer dividends received,07,Gribskov
508889.2219950765,Consumer dividends received,08,Gribskov
4164868.719401012,Consumer dividends received,09,Gribskov
843353.708080254,Consumer dividends received,10,Gribskov
3619860.177679872,Consumer dividends received,11,Gribskov
12186257.54585204,Consumer dividends received,12,Gribskov
27411609.06185361,Consumer dividends received,13,Gribskov
4070336.410288283,Consumer dividends received,14,Gribskov
9679790.91227765,Consumer dividends received,15,Gribskov
15543056.62887928,Consumer dividends received,16,Gribskov
42637582.36043096,Consumer dividends received,17,Gribskov
2510824.41041462,Consumer dividends received,18,Gribskov
8870167.4489548,Consumer dividends received,19,Gribskov
1332524.178063193,Consumer dividends received,20,Gribskov
201289.5258744371,Consumer dividends received,21,Gribskov
12114976.56663059,Consumer dividends received,22,Gribskov
75396496.651994,Consumer dividends received,23,Gribskov
5334124.174197974,Consumer dividends received,24,Gribskov
85532.5706462063,Consumer dividends received,25,Gribskov
3969946.039976167,Consumer dividends received,26,Gribskov
6312460.526392376,Consumer dividends received,27,Gribskov
962335.9469100612,Consumer dividends received,28,Gribskov
-1365097.9807498753,Consumer gross saving,01,Gribskov
-3536834.70481807,Consumer gross saving,02,Gribskov
14110504.786691964,Consumer gross saving,03,Gribskov
151844928.24522328,Consumer gross saving,04,Gribskov
15519147.042901814,Consumer gross saving,05,Gribskov
847256.7826257497,Consumer gross saving,06,Gribskov
-21414136.406639576,Consumer gross saving,07,Gribskov
19104996.601801842,Consumer gross saving,08,Gribskov
9209440.121687055,Consumer gross saving,09,Gribskov
-6842142.236065477,Consumer gross saving,10,Gribskov
-8627053.909690678,Consumer gross saving,11,Gribskov
91071343.40133989,Consumer gross saving,12,Gribskov
134696813.12237275,Consumer gross saving,13,Gribskov
50412397.24763,Consumer gross saving,14,Gribskov
183567575.96081734,Consumer gross saving,15,Gribskov
112769954.35010076,Consumer gross saving,16,Gribskov
60284873.3498677,Consumer gross saving,17,Gribskov
16099121.341987044,Consumer gross saving,18,Gribskov
23052984.099881083,Consumer gross saving,19,Gribskov
19023815.145341396,Consumer gross saving,20,Gribskov
14158933.062244602,Consumer gross saving,21,Gribskov
-359495975.6340296,Consumer gross saving,22,Gribskov
-670631454.6428931,Consumer gross saving,23,Gribskov
199572351.81006837,Consumer gross saving,24,Gribskov
-7598236.034006167,Consumer gross saving,25,Gribskov
121856223.06220841,Consumer gross saving,26,Gribskov
81229029.16741538,Consumer gross saving,27,Gribskov
-28197675.989158243,Consumer gross saving,28,Gribskov
2447870.9844593937,Consumer interest paid,01,Gribskov
2644194.4456344764,Consumer interest paid,02,Gribskov
3715722.634843836,Consumer interest paid,03,Gribskov
20362642.6920273,Consumer interest paid,04,Gribskov
7018162.315213893,Consumer interest paid,05,Gribskov
1754521.5817763938,Consumer interest paid,06,Gribskov
1135931.618152583,Consumer interest paid,07,Gribskov
1980090.5277475505,Consumer interest paid,08,Gribskov
2020823.0764257133,Consumer interest paid,09,Gribskov
1284096.154371164,Consumer interest paid,10,Gribskov
3922541.807349407,Consumer interest paid,11,Gribskov
20114836.7029427,Consumer interest paid,12,Gribskov
14067614.779861528,Consumer interest paid,13,Gribskov
6503397.826604927,Consumer interest paid,14,Gribskov
18905739.05790994,Consumer interest paid,15,Gribskov
12975231.362062253,Consumer interest paid,16,Gribskov
8528576.77520902,Consumer interest paid,17,Gribskov
4528078.183011955,Consumer interest paid,18,Gribskov
3924066.2457070523,Consumer interest paid,19,Gribskov
3635297.405523653,Consumer interest paid,20,Gribskov
527458.5943654887,Consumer interest paid,21,Gribskov
16572599.595580818,Consumer interest paid,22,Gribskov
48923102.29042331,Consumer interest paid,23,Gribskov
34177252.7271474,Consumer interest paid,24,Gribskov
282294.65335468156,Consumer interest paid,25,Gribskov
16147436.192633394,Consumer interest paid,26,Gribskov
11016030.549815342,Consumer interest paid,27,Gribskov
2333755.5505304253,Consumer interest paid,28,Gribskov
93677.17005970168,Consumer interest received,01,Gribskov
363596.46491284703,Consumer interest received,02,Gribskov
329959.12522109976,Consumer interest received,03,Gribskov
1557232.6053856057,Consumer interest received,04,Gribskov
388997.17074232106,Consumer interest received,05,Gribskov
68660.24436503455,Consumer interest received,06,Gribskov
87223.3334009731,Consumer interest received,07,Gribskov
364015.062214523,Consumer interest received,08,Gribskov
232846.92513006623,Consumer interest received,09,Gribskov
245272.6972060857,Consumer interest received,10,Gribskov
227423.3600909632,Consumer interest received,11,Gribskov
997465.9354422616,Consumer interest received,12,Gribskov
1307833.28260629,Consumer interest received,13,Gribskov
342404.67977829464,Consumer interest received,14,Gribskov
1423659.7098894434,Consumer interest received,15,Gribskov
1224845.774074637,Consumer interest received,16,Gribskov
1123065.699725408,Consumer interest received,17,Gribskov
468150.8344221425,Consumer interest received,18,Gribskov
516473.1055401633,Consumer interest received,19,Gribskov
129965.36222898016,Consumer interest received,20,Gribskov
58579.0919579475,Consumer interest received,21,Gribskov
4880045.32529977,Consumer interest received,22,Gribskov
25146747.040433098,Consumer interest received,23,Gribskov
2103943.629052301,Consumer interest received,24,Gribskov
10285.307612819326,Consumer interest received,25,Gribskov
1447738.9459763863,Consumer interest received,26,Gribskov
931233.3971670968,Consumer interest received,27,Gribskov
130664.07946410228,Consumer interest received,28,Gribskov
298326.27745495597,Consumer natural resource rents paid,01,Gribskov
262739.13268241164,Consumer natural resource rents paid,02,Gribskov
462632.88204308617,Consumer natural resource rents paid,03,Gribskov
1466644.6686047283,Consumer natural resource rents paid,04,Gribskov
511849.14609022194,Consumer natural resource rents paid,05,Gribskov
192322.01643035316,Consumer natural resource rents paid,06,Gribskov
52244.95721926906,Consumer natural resource rents paid,07,Gribskov
129476.63310862354,Consumer natural resource rents paid,08,Gribskov
121904.90017829467,Consumer natural resource rents paid,09,Gribskov
98432.52809427517,Consumer natural resource rents paid,10,Gribskov
339970.80857176316,Consumer natural resource rents paid,11,Gribskov
1527975.7053403945,Consumer natural resource rents paid,12,Gribskov
836676.4888013421,Consumer natural resource rents paid,13,Gribskov
534564.3448812085,Consumer natural resource rents paid,14,Gribskov
1358368.8877010213,Consumer natural resource rents paid,15,Gribskov
885135.5795554487,Consumer natural resource rents paid,16,Gribskov
530778.4784160439,Consumer natural resource rents paid,17,Gribskov
344513.8483299603,Consumer natural resource rents paid,18,Gribskov
235480.89413322773,Consumer natural resource rents paid,19,Gribskov
284697.1581803645,Consumer natural resource rents paid,20,Gribskov
28015.411842216694,Consumer natural resource rents paid,21,Gribskov
1953507.0960248935,Consumer natural resource rents paid,22,Gribskov
6956151.043091877,Consumer natural resource rents paid,23,Gribskov
2741724.494071961,Consumer natural resource rents paid,24,Gribskov
146891.61884837993,Consumer natural resource rents paid,25,Gribskov
1218291.8284899318,Consumer natural resource rents paid,26,Gribskov
736729.6141209971,Consumer natural resource rents paid,27,Gribskov
591352.3418586772,Consumer natural resource rents paid,28,Gribskov
298326.277454956,Consumer natural resource rents received,01,Gribskov
262739.13268241164,Consumer natural resource rents received,02,Gribskov
462632.88204308617,Consumer natural resource rents received,03,Gribskov
1466644.6686047283,Consumer natural resource rents received,04,Gribskov
511849.14609022194,Consumer natural resource rents received,05,Gribskov
192322.0164303532,Consumer natural resource rents received,06,Gribskov
52244.95721926906,Consumer natural resource rents received,07,Gribskov
129476.63310862354,Consumer natural resource rents received,08,Gribskov
121904.90017829469,Consumer natural resource rents received,09,Gribskov
98432.52809427516,Consumer natural resource rents received,10,Gribskov
339970.8085717632,Consumer natural resource rents received,11,Gribskov
1527975.7053403943,Consumer natural resource rents received,12,Gribskov
836676.4888013421,Consumer natural resource rents received,13,Gribskov
534564.3448812085,Consumer natural resource rents received,14,Gribskov
1358368.8877010213,Consumer natural resource rents received,15,Gribskov
885135.5795554487,Consumer natural resource rents received,16,Gribskov
530778.4784160439,Consumer natural resource rents received,17,Gribskov
344513.8483299603,Consumer natural resource rents received,18,Gribskov
235480.89413322773,Consumer natural resource rents received,19,Gribskov
284697.1581803645,Consumer natural resource rents received,20,Gribskov
28015.41184221669,Consumer natural resource rents received,21,Gribskov
1953507.0960248932,Consumer natural resource rents received,22,Gribskov
6956151.043091877,Consumer natural resource rents received,23,Gribskov
2741724.494071961,Consumer natural resource rents received,24,Gribskov
146891.61884837993,Consumer natural resource rents received,25,Gribskov
1218291.8284899318,Consumer natural resource rents received,26,Gribskov
736729.6141209971,Consumer natural resource rents received,27,Gribskov
591352.3418586772,Consumer natural resource rents received,28,Gribskov
30251030.727931473,Consumer non-product taxes paid,01,Gribskov
37259737.84577724,Consumer non-product taxes paid,02,Gribskov
61999056.65826149,Consumer non-product taxes paid,03,Gribskov
291325862.9839342,Consumer non-product taxes paid,04,Gribskov
98910233.4504698,Consumer non-product taxes paid,05,Gribskov
28290085.832001034,Consumer non-product taxes paid,06,Gribskov
19416675.403483655,Consumer non-product taxes paid,07,Gribskov
45334704.03720749,Consumer non-product taxes paid,08,Gribskov
43857041.915019035,Consumer non-product taxes paid,09,Gribskov
24916714.365752872,Consumer non-product taxes paid,10,Gribskov
47994380.492020465,Consumer non-product taxes paid,11,Gribskov
286386159.11843663,Consumer non-product taxes paid,12,Gribskov
281772343.34871346,Consumer non-product taxes paid,13,Gribskov
104825888.33160964,Consumer non-product taxes paid,14,Gribskov
342466853.3957889,Consumer non-product taxes paid,15,Gribskov
244429088.56632107,Consumer non-product taxes paid,16,Gribskov
185098308.0937805,Consumer non-product taxes paid,17,Gribskov
71725239.35463221,Consumer non-product taxes paid,18,Gribskov
59577753.43898979,Consumer non-product taxes paid,19,Gribskov
63298146.820515,Consumer non-product taxes paid,20,Gribskov
10163320.551637633,Consumer non-product taxes paid,21,Gribskov
155053484.56507546,Consumer non-product taxes paid,22,Gribskov
684666773.712458,Consumer non-product taxes paid,23,Gribskov
499627516.0224845,Consumer non-product taxes paid,24,Gribskov
2359633.7804275076,Consumer non-product taxes paid,25,Gribskov
243188283.93811637,Consumer non-product taxes paid,26,Gribskov
168491633.56213957,Consumer non-product taxes paid,27,Gribskov
28853624.265829537,Consumer non-product taxes paid,28,Gribskov
3884742.034226787,Consumer other transfers paid,01,Gribskov
3421333.720499226,Consumer other transfers paid,02,Gribskov
6024308.078458205,Consumer other transfers paid,03,Gribskov
19098338.37638835,Consumer other transfers paid,04,Gribskov
6665191.916592035,Consumer other transfers paid,05,Gribskov
2504376.8444000096,Consumer other transfers paid,06,Gribskov
680322.8435574829,Consumer other transfers paid,07,Gribskov
1686017.481859849,Consumer other transfers paid,08,Gribskov
1587419.9683007936,Consumer other transfers paid,09,Gribskov
1281767.6762677215,Consumer other transfers paid,10,Gribskov
4427028.358801581,Consumer other transfers paid,11,Gribskov
19896978.23621666,Consumer other transfers paid,12,Gribskov
10895025.248275317,Consumer other transfers paid,13,Gribskov
6960984.457269188,Consumer other transfers paid,14,Gribskov
17688393.93249392,Consumer other transfers paid,15,Gribskov
11526049.335053243,Consumer other transfers paid,16,Gribskov
6911685.700489663,Consumer other transfers paid,17,Gribskov
4486186.8669370115,Consumer other transfers paid,18,Gribskov
3066382.671686626,Consumer other transfers paid,19,Gribskov
3707266.509820487,Consumer other transfers paid,20,Gribskov
364810.80016850535,Consumer other transfers paid,21,Gribskov
25438158.49823532,Consumer other transfers paid,22,Gribskov
90581535.70670404,Consumer other transfers paid,23,Gribskov
35702159.659733325,Consumer other transfers paid,24,Gribskov
1912791.7630456768,Consumer other transfers paid,25,Gribskov
15864339.93165148,Consumer other transfers paid,26,Gribskov
9593538.069295846,Consumer other transfers paid,27,Gribskov
7700465.808962069,Consumer other transfers paid,28,Gribskov
3398856.760719399,Consumer other transfers received,01,Gribskov
2993409.380633582,Consumer other transfers received,02,Gribskov
5270815.94111556,Consumer other transfers received,03,Gribskov
16709607.983536975,Consumer other transfers received,04,Gribskov
5831541.041234213,Consumer other transfers received,05,Gribskov
2191141.1604637736,Consumer other transfers received,06,Gribskov
595231.2601259833,Consumer other transfers received,07,Gribskov
1475138.3403122246,Consumer other transfers received,08,Gribskov
1388872.9402939656,Consumer other transfers received,09,Gribskov
1121450.2002373629,Consumer other transfers received,10,Gribskov
3873316.460819823,Consumer other transfers received,11,Gribskov
17408357.723684777,Consumer other transfers received,12,Gribskov
9532326.702017443,Consumer other transfers received,13,Gribskov
6090337.241288976,Consumer other transfers received,14,Gribskov
15476012.763275808,Consumer other transfers received,15,Gribskov
10084425.262134332,Consumer other transfers received,16,Gribskov
6047204.541279849,Consumer other transfers received,17,Gribskov
3925075.7008307786,Consumer other transfers received,18,Gribskov
2682853.9405678497,Consumer other transfers received,19,Gribskov
3243579.040686533,Consumer other transfers received,20,Gribskov
319181.980067556,Consumer other transfers received,21,Gribskov
22256473.204710145,Consumer other transfers received,22,Gribskov
79252022.99676462,Consumer other transfers received,23,Gribskov
31236701.346609447,Consumer other transfers received,24,Gribskov
1673548.7603542202,Consumer other transfers received,25,Gribskov
13880102.862937933,Consumer other transfers received,26,Gribskov
8393623.421776365,Consumer other transfers received,27,Gribskov
6737327.741425883,Consumer other transfers received,28,Gribskov
2056761.0244514784,Consumer pension investment income,01,Gribskov
5126507.173473782,Consumer pension investment income,02,Gribskov
8472205.693402514,Consumer pension investment income,03,Gribskov
40539532.00860386,Consumer pension investment income,04,Gribskov
13561494.888220169,Consumer pension investment income,05,Gribskov
3289065.884828245,Consumer pension investment income,06,Gribskov
4439593.892364907,Consumer pension investment income,07,Gribskov
7431955.122522077,Consumer pension investment income,08,Gribskov
5277806.73416148,Consumer pension investment income,09,Gribskov
4680633.503940824,Consumer pension investment income,10,Gribskov
5323773.616011938,Consumer pension investment income,11,Gribskov
36483804.24620972,Consumer pension investment income,12,Gribskov
42265123.74900191,Consumer pension investment income,13,Gribskov
15011725.402527286,Consumer pension investment income,14,Gribskov
60384874.29423489,Consumer pension investment income,15,Gribskov
38052262.12063632,Consumer pension investment income,16,Gribskov
29864596.4526979,Consumer pension investment income,17,Gribskov
12509218.144557629,Consumer pension investment income,18,Gribskov
6524848.537737049,Consumer pension investment income,19,Gribskov
9495139.543269131,Consumer pension investment income,20,Gribskov
2007290.6039571129,Consumer pension investment income,21,Gribskov
14075585.547376884,Consumer pension investment income,22,Gribskov
20186805.13363024,Consumer pension investment income,23,Gribskov
87208013.84031694,Consumer pension investment income,24,Gribskov
60516.17752119687,Consumer pension investment income,25,Gribskov
49660119.52185544,Consumer pension investment income,26,Gribskov
30015265.996578183,Consumer pension investment income,27,Gribskov
1024377.1729381514,Consumer pension investment income,28,Gribskov
12606012.61094742,Consumer product taxes paid (predicted),01,Gribskov
7399972.926317303,Consumer product taxes paid (predicted),02,Gribskov
13621054.41196781,Consumer product taxes paid (predicted),03,Gribskov
