cust_sector,s_foreign_,cust_muni_name
01,0.1036250469037008,Egedal
02,0.0843216942524389,Egedal
03,0.0881856725811926,Egedal
04,0.0822699347573825,Egedal
05,0.0686730243868932,Egedal
06,0.084806110628356,Egedal
07,0.0572402539749512,Egedal
08,0.045259861966892,Egedal
09,0.0754672519932455,Egedal
10,0.0506259648572483,Egedal
11,0.0787677399425113,Egedal
12,0.0806863348944831,Egedal
13,0.0939692916451515,Egedal
14,0.0904854591148303,Egedal
15,0.0930154910765011,Egedal
16,0.0894764660509215,Egedal
17,0.0764516381662552,Egedal
18,0.0647026247410549,Egedal
19,0.082756793146222,Egedal
20,0.0610274150906009,Egedal
21,,Egedal
22,0.0870108595133418,Egedal
23,0.0367737228579482,Egedal
24,0.0765494454645223,Egedal
25,0.1233723518657742,Egedal
26,0.0901823235200434,Egedal
27,0.0675877621983059,Egedal
28,0.0572716031157379,Egedal
01,0.0971398931552193,Frederikssund
02,0.0778365405039574,Frederikssund
03,0.0817005188327111,Frederikssund
04,0.075784781008901,Frederikssund
05,0.0621878706384117,Frederikssund
06,0.0783209568798743,Frederikssund
07,0.0507551002264696,Frederikssund
08,0.0387747082184104,Frederikssund
09,0.0689820982447639,Frederikssund
10,0.0441408111087668,Frederikssund
11,0.0722825861940299,Frederikssund
12,0.0742011811460016,Frederikssund
13,0.0874841378966699,Frederikssund
14,0.0840003053663487,Frederikssund
15,0.0865303373280196,Frederikssund
16,0.08299131230244,Frederikssund
17,0.0699664844177736,Frederikssund
18,0.0582174709925734,Frederikssund
19,0.0762716393977404,Frederikssund
20,0.0545422613421194,Frederikssund
21,,Frederikssund
22,0.0805257057648602,Frederikssund
23,0.0302885691094667,Frederikssund
24,0.0700642917160408,Frederikssund
25,0.1168871981172926,Frederikssund
26,0.0836971697715618,Frederikssund
27,0.0611026084498244,Frederikssund
28,0.0507864493672564,Frederikssund
01,0.1069020947730629,Greve
02,0.087598742121801,Greve
03,0.0914627204505547,Greve
04,0.0855469826267446,Greve
05,0.0719500722562553,Greve
06,0.088083158497718,Greve
07,0.0605173018443132,Greve
08,0.048536909836254,Greve
09,0.0787442998626074,Greve
10,0.0539030127266104,Greve
11,0.0820447878118734,Greve
12,0.0839633827638452,Greve
13,0.0972463395145135,Greve
14,0.0937625069841923,Greve
15,0.0962925389458632,Greve
16,0.0927535139202835,Greve
17,0.0797286860356173,Greve
18,0.067979672610417,Greve
19,0.086033841015584,Greve
20,0.064304462959963,Greve
21,0.0611013000572409,Greve
22,0.0902879073827038,Greve
23,0.0400507707273103,Greve
24,0.0798264933338844,Greve
25,0.1266493997351361,Greve
26,0.0934593713894055,Greve
27,0.070864810067668,Greve
28,0.0605486509851,Greve
01,0.1046587822981904,Køge
02,0.0853554296469285,Køge
03,0.0892194079756823,Køge
04,0.0833036701518721,Køge
05,0.0697067597813828,Køge
06,0.0858398460228455,Køge
07,0.0582739893694408,Køge
08,0.0462935973613816,Køge
09,0.076500987387735,Køge
10,0.0516597002517379,Køge
11,0.079801475337001,Køge
12,0.0817200702889728,Køge
13,0.0950030270396411,Køge
14,0.0915191945093198,Køge
15,0.0940492264709908,Køge
16,0.0905102014454111,Køge
17,0.0774853735607448,Køge
18,0.0657363601355446,Køge
19,0.0837905285407116,Køge
20,0.0620611504850905,Køge
21,0.0588579875823684,Køge
22,0.0880445949078314,Køge
23,0.0378074582524378,Køge
24,0.077583180859012,Køge
25,0.1244060872602637,Køge
26,0.091216058914533,Køge
27,0.0686214975927956,Køge
28,0.0583053385102275,Køge
01,0.0906149230901066,Halsnæs
02,0.0713115704388447,Halsnæs
03,0.0751755487675984,Halsnæs
04,0.0692598109437884,Halsnæs
05,0.055662900573299,Halsnæs
06,0.0717959868147617,Halsnæs
07,0.0442301301613569,Halsnæs
08,0.0322497381532978,Halsnæs
09,0.0624571281796512,Halsnæs
10,0.0376158410436541,Halsnæs
11,0.0657576161289172,Halsnæs
12,0.0676762110808889,Halsnæs
13,0.0809591678315573,Halsnæs
14,0.0774753353012361,Halsnæs
15,0.0800053672629069,Halsnæs
16,0.0764663422373273,Halsnæs
17,0.063441514352661,Halsnæs
18,0.0516925009274607,Halsnæs
19,0.0697466693326278,Halsnæs
20,0.0480172912770067,Halsnæs
21,,Halsnæs
22,0.0740007356997475,Halsnæs
23,0.023763599044354,Halsnæs
24,0.0635393216509281,Halsnæs
25,0.1103622280521799,Halsnæs
26,0.0771721997064492,Halsnæs
27,0.0545776383847117,Halsnæs
28,0.0442614793021437,Halsnæs
01,0.1157077301582785,Roskilde
02,0.0964043775070165,Roskilde
03,0.1002683558357703,Roskilde
04,0.0943526180119602,Roskilde
05,0.0807557076414708,Roskilde
